age,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,defensive_rebounds,games_played,games_started,made_field_goals,made_free_throws,made_three_point_field_goals,minutes_played,name,offensive_rebounds,personal_fouls,points,positions,slug,steals,team,turnovers,assist_percentage,block_percentage,box_plus_minus,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,value_over_replacement_player,win_shares,win_shares_per_48_minutes,year
23,22,137,37,2,12,99,44,2,89,32,1,467,Cheick Diallo,28,54,211,[<Position.CENTER: 'CENTER'>],diallch01,10,PHOENIX_SUNS,30,7.2,2.3,-1.4,-0.3,24.1,0.5,0.27,-1.1,6.5,0.8,16.3,1.0,0.015,15.1,0.688,16.4,16.7,0.1,1.3,0.129,2020
21,22,219,45,35,8,93,38,3,99,28,7,699,Hamidou Diallo,29,82,233,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],diallha01,28,OKLAHOMA_CITY_THUNDER,37,4.5,1.0,-4.8,0.3,14.3,0.8,0.205,-5.0,4.8,-0.6,8.4,2.0,0.16,9.7,0.488,13.4,17.4,-0.5,0.2,0.014,2020
30,58,277,59,120,42,183,46,17,124,47,46,778,Gorgui Dieng,73,89,341,[<Position.CENTER: 'CENTER'>],dienggo01,37,MINNESOTA_TIMBERWOLVES,44,11.1,4.5,1.8,1.5,25.8,1.1,0.213,0.3,9.5,1.0,17.8,2.2,0.433,17.4,0.563,12.7,18.4,0.7,2.1,0.129,2020
30,13,66,24,22,14,66,12,0,34,14,5,234,Gorgui Dieng,14,23,87,[<Position.CENTER: 'CENTER'>],dienggo01,11,MEMPHIS_GRIZZLIES,11,7.5,5.2,1.7,2.9,29.0,0.4,0.364,-1.2,6.4,0.2,16.2,2.2,0.333,17.9,0.568,12.6,15.6,0.2,0.6,0.128,2020
26,432,1021,446,400,21,189,64,49,424,347,123,1994,Spencer Dinwiddie,32,180,1318,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],dinwisp01,40,BROOKLYN_NETS,174,35.6,0.9,1.7,-0.8,9.5,1.7,0.437,2.6,1.7,3.4,17.9,1.0,0.392,5.7,0.541,12.5,29.2,1.9,5.1,0.123,2020
23,136,452,78,221,18,230,59,22,209,60,76,1362,Donte DiVincenzo,59,97,554,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],divindo01,80,MILWAUKEE_BUCKS,72,13.3,1.2,2.1,2.7,15.7,3.1,0.173,-0.6,4.6,1.4,15.0,2.7,0.489,10.5,0.57,12.9,16.9,1.4,4.5,0.158,2020
20,470,1111,491,491,10,433,54,54,512,369,156,1799,Luka Dončić,69,134,1549,[<Position.POINT_GUARD: 'POINT GUARD'>],doncilu01,59,DALLAS_MAVERICKS,227,45.3,0.5,8.4,1.1,24.7,2.3,0.442,7.3,4.1,5.8,27.7,1.6,0.442,14.6,0.584,14.6,37.0,4.7,8.1,0.215,2020
20,21,157,36,73,2,39,29,21,65,28,22,637,Luguentz Dort,15,78,180,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],dortlu01,23,OKLAHOMA_CITY_THUNDER,15,4.5,0.3,-3.9,0.4,6.6,0.5,0.229,-4.3,2.7,0.2,7.3,1.8,0.465,4.7,0.521,8.0,13.0,-0.3,0.7,0.052,2020
25,57,290,33,163,4,81,48,0,120,22,59,836,Damyean Dotson,10,44,321,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],dotsoda01,23,NEW_YORK_KNICKS,21,10.0,0.5,-1.4,-0.5,10.6,0.3,0.114,-0.9,1.2,0.6,10.9,1.3,0.562,5.8,0.527,6.5,16.5,0.1,0.9,0.053,2020
19,19,236,46,98,8,98,38,19,92,31,28,754,Sekou Doumbouya,20,80,243,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],doumbse01,20,DETROIT_PISTONS,35,3.6,0.9,-6.7,-1.5,14.9,0.5,0.195,-5.2,3.0,-0.8,6.2,1.3,0.415,8.9,0.474,12.0,16.9,-0.9,-0.3,-0.02,2020
23,29,91,11,28,5,25,21,0,36,7,7,234,PJ Dozier,5,27,86,[<Position.POINT_GUARD: 'POINT GUARD'>],doziepj01,7,DENVER_NUGGETS,11,17.5,2.0,-5.2,-0.8,11.9,0.2,0.121,-4.4,2.4,-0.1,9.3,1.5,0.308,7.1,0.449,10.3,19.8,-0.2,0.1,0.019,2020
33,273,663,221,313,8,140,54,1,290,170,118,1531,Goran Dragić,26,105,868,[<Position.POINT_GUARD: 'POINT GUARD'>],dragigo01,31,MIAMI_HEAT,133,28.6,0.5,-0.5,-1.9,9.9,1.1,0.333,1.4,2.0,2.0,15.9,1.0,0.472,6.1,0.571,14.9,25.7,0.6,3.0,0.095,2020
26,138,679,255,21,82,549,49,48,360,149,1,1654,Andre Drummond,226,176,870,[<Position.CENTER: 'CENTER'>],drumman01,97,DETROIT_PISTONS,174,14.0,4.2,1.1,1.2,38.2,3.3,0.376,0.0,15.3,0.7,22.1,2.9,0.031,26.6,0.55,18.0,25.5,1.3,4.0,0.116,2020
26,14,105,39,14,11,65,8,8,58,20,4,225,Andre Drummond,24,25,140,[<Position.CENTER: 'CENTER'>],drumman01,12,CLEVELAND_CAVALIERS,29,10.8,4.2,-0.5,0.4,32.4,0.3,0.371,-0.8,11.7,-0.1,21.1,2.6,0.133,22.0,0.573,19.2,28.7,0.1,0.3,0.054,2020
34,19,50,2,34,3,38,40,1,20,2,16,311,Jared Dudley,5,36,58,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],dudleja01,12,LOS_ANGELES_LAKERS,6,7.4,0.8,-0.7,2.0,13.0,0.4,0.04,-2.7,1.8,0.2,7.4,1.8,0.68,7.5,0.57,10.5,7.7,0.1,0.7,0.103,2020
25,173,342,54,112,17,163,51,32,152,40,29,1269,Kris Dunn,23,158,373,[<Position.POINT_GUARD: 'POINT GUARD'>],dunnkr01,101,CHICAGO_BULLS,68,19.4,1.3,-0.6,3.1,14.9,2.0,0.158,-3.7,1.9,0.3,12.1,3.8,0.327,8.1,0.51,15.7,14.6,0.4,2.3,0.085,2020
21,22,113,13,68,3,37,35,0,37,11,21,316,Carsen Edwards,6,33,106,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],edwarca01,10,BOSTON_CELTICS,15,9.5,0.9,-4.9,-0.3,12.4,0.4,0.115,-4.6,2.1,-0.3,6.5,1.5,0.602,7.3,0.446,11.2,18.1,-0.2,0.1,0.012,2020
23,1,7,0,4,0,4,5,0,1,0,0,15,Henry Ellenson,2,1,2,[<Position.POWER_FORWARD: 'POWER FORWARD'>],ellenhe01,0,BROOKLYN_NETS,0,8.8,0.0,-11.0,-3.1,26.8,0.0,0.0,-7.9,14.1,-0.1,-1.2,0.0,0.571,20.6,0.143,0.0,19.5,0.0,-0.1,-0.18,2020
32,44,174,13,143,4,61,36,1,61,11,50,558,Wayne Ellington,4,41,183,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],ellinwa01,13,NEW_YORK_KNICKS,18,11.0,0.7,-2.8,-1.0,12.0,0.2,0.075,-1.9,0.7,0.2,8.5,1.1,0.822,6.2,0.509,9.1,15.0,-0.1,0.4,0.035,2020
25,137,701,382,161,58,398,44,44,332,311,56,1329,Joel Embiid,122,151,1031,[<Position.CENTER: 'CENTER'>],embiijo01,38,PHILADELPHIA_76ERS,135,17.3,3.7,5.2,1.2,33.1,2.4,0.545,4.1,10.1,3.2,26.0,1.4,0.23,21.6,0.593,13.4,32.6,2.4,5.6,0.203,2020
29,41,226,61,106,14,102,49,0,100,48,37,776,James Ennis,48,85,285,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],ennisja01,23,PHILADELPHIA_76ERS,31,7.4,1.5,-1.6,0.0,14.5,0.9,0.27,-1.6,6.8,0.8,12.3,1.4,0.469,10.7,0.564,10.9,15.8,0.1,1.8,0.109,2020
29,13,68,17,33,6,36,12,10,28,15,10,277,James Ennis,13,24,81,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],ennisja01,6,ORLANDO_MAGIC,12,6.6,2.0,-5.0,-1.3,14.4,0.3,0.25,-3.7,4.9,0.1,9.4,1.1,0.485,9.5,0.537,13.7,13.7,-0.2,0.3,0.06,2020
22,5,28,11,1,6,27,14,3,21,8,1,130,Drew Eubanks,8,21,51,[<Position.POWER_FORWARD: 'POWER FORWARD'>],eubandr01,2,SAN_ANTONIO_SPURS,10,5.5,4.1,-3.7,-1.0,22.4,0.1,0.393,-2.6,6.6,0.2,15.3,0.7,0.036,14.5,0.776,23.3,14.3,-0.1,0.3,0.12,2020
22,31,133,29,38,12,32,27,1,45,25,13,414,Jacob Evans,9,41,128,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],evansja02,11,GOLDEN_STATE_WARRIORS,25,10.9,2.6,-7.0,-1.3,8.7,0.2,0.218,-5.7,2.3,-0.6,5.7,1.3,0.286,5.4,0.439,14.6,17.6,-0.5,-0.5,-0.054,2020
22,0,1,0,1,0,0,2,0,0,0,0,4,Jacob Evans,0,0,0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],evansja02,0,MINNESOTA_TIMBERWOLVES,0,0.0,0.0,-16.0,-5.6,0.0,0.0,0.0,-10.4,0.0,0.0,-9.6,0.0,1.0,0.0,0.0,0.0,10.3,0.0,0.0,-0.264,2020
24,7,23,2,6,2,9,11,0,10,2,2,83,Dante Exum,3,8,24,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],exumda01,1,UTAH_JAZZ,10,11.8,2.0,-5.6,-0.5,11.4,0.1,0.087,-5.1,4.2,-0.2,4.8,0.6,0.261,7.9,0.503,29.5,17.9,-0.1,-0.1,-0.054,2020
24,33,96,41,37,6,46,24,1,46,30,13,402,Dante Exum,9,30,135,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],exumda01,12,CLEVELAND_CAVALIERS,21,11.4,1.3,-2.3,-0.4,12.8,0.2,0.427,-1.9,2.5,0.4,11.5,1.5,0.385,7.6,0.592,15.6,14.4,0.0,0.5,0.063,2020
24,0,12,3,0,2,11,6,0,9,1,0,24,Tacko Fall,0,5,19,[<Position.CENTER: 'CENTER'>],fallta01,0,BOSTON_CELTICS,3,0.0,7.7,1.0,3.1,48.7,0.1,0.25,-2.0,0.0,0.0,23.9,0.0,0.0,24.6,0.713,18.4,29.0,0.0,0.1,0.102,2020
28,75,305,62,7,44,298,45,43,189,36,1,1089,Derrick Favors,147,99,415,[<Position.CENTER: 'CENTER'>],favorde01,25,NEW_ORLEANS_PELICANS,51,9.8,3.4,1.2,0.4,29.0,1.4,0.203,0.8,14.1,2.4,19.0,1.1,0.023,21.5,0.624,13.3,14.4,0.9,3.8,0.168,2020
27,16,54,23,2,2,47,22,0,34,18,0,386,Cristiano Felício,55,34,86,[<Position.POWER_FORWARD: 'POWER FORWARD'>],feliccr01,10,CHICAGO_BULLS,18,5.7,0.5,-3.0,-1.6,14.1,0.3,0.426,-1.4,15.0,0.7,12.8,1.2,0.037,14.6,0.671,21.9,9.1,-0.1,1.0,0.126,2020
21,45,199,19,155,16,50,50,37,74,15,46,1170,Terrance Ferguson,23,144,209,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],fergute01,26,OKLAHOMA_CITY_THUNDER,30,5.0,1.2,-4.1,0.3,4.6,0.8,0.095,-4.5,2.3,-0.1,4.1,1.1,0.779,3.5,0.504,12.6,9.0,-0.6,0.7,0.027,2020
21,49,199,51,37,17,131,56,13,103,29,5,713,Bruno Fernando,67,107,240,[<Position.CENTER: 'CENTER'>],fernabr01,18,ATLANTA_HAWKS,42,9.9,2.0,-4.1,-1.0,20.0,0.4,0.256,-3.2,10.0,0.4,11.9,1.2,0.186,15.0,0.542,15.9,15.3,-0.4,0.8,0.055,2020
26,59,169,37,69,4,42,44,0,67,32,19,484,Yogi Ferrell,6,31,185,[<Position.POINT_GUARD: 'POINT GUARD'>],ferreyo01,14,SACRAMENTO_KINGS,25,17.6,0.8,-2.5,-0.4,10.0,0.3,0.219,-2.1,1.4,0.1,10.7,1.4,0.408,5.6,0.499,11.9,18.9,-0.1,0.4,0.036,2020
26,97,457,97,265,37,227,64,61,214,70,99,1898,Dorian Finney-Smith,125,154,597,[<Position.POWER_FORWARD: 'POWER FORWARD'>],finnedo01,44,DALLAS_MAVERICKS,63,6.8,1.7,-0.2,-0.1,12.3,1.6,0.212,0.0,7.0,2.9,12.2,1.1,0.58,9.7,0.597,11.2,12.7,0.9,4.5,0.114,2020
26,108,581,90,381,0,114,63,62,242,75,148,1579,Bryn Forbes,12,113,707,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],forbebr01,33,SAN_ANTONIO_SPURS,57,9.6,0.0,-2.7,-2.1,7.8,0.2,0.155,-0.6,0.8,1.2,11.2,1.0,0.656,4.3,0.57,8.4,18.6,-0.3,1.5,0.045,2020
27,193,869,205,406,14,140,61,61,408,168,165,1931,Evan Fournier,17,147,1149,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],fournev01,70,ORLANDO_MAGIC,120,16.5,0.7,1.2,-0.3,8.1,1.7,0.236,1.5,0.9,2.7,16.7,1.8,0.467,4.4,0.599,11.1,24.2,1.6,4.4,0.11,2020
22,304,692,306,153,23,151,45,43,329,215,47,1426,De'Aaron Fox,30,129,920,[<Position.POINT_GUARD: 'POINT GUARD'>],foxde01,64,SACRAMENTO_KINGS,141,35.4,1.5,1.8,-0.3,12.3,1.3,0.442,2.1,2.3,2.1,20.3,2.2,0.221,7.2,0.556,14.6,29.6,1.4,3.5,0.117,2020
23,1,17,4,7,2,3,15,0,6,2,4,51,Melvin Frazier,1,8,18,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],frazime01,4,ORLANDO_MAGIC,3,2.8,3.5,-4.5,1.5,6.5,0.1,0.235,-6.0,2.0,-0.1,7.5,3.8,0.412,4.2,0.48,13.8,18.5,0.0,0.0,0.003,2020
25,1,11,6,8,0,2,8,0,4,4,2,66,Michael Frazier,1,13,14,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],frazimi01,2,HOUSTON_ROCKETS,2,1.9,0.0,-8.8,-0.9,3.2,0.0,0.545,-7.9,1.6,0.0,2.4,1.4,0.727,2.4,0.513,12.8,9.8,-0.1,0.0,0.016,2020
29,93,94,24,30,4,24,27,11,34,19,10,355,Tim Frazier,9,42,97,[<Position.POINT_GUARD: 'POINT GUARD'>],fraziti01,14,DETROIT_PISTONS,36,36.5,0.9,-4.5,-1.6,7.8,0.2,0.255,-2.9,2.8,-0.1,9.8,1.9,0.319,5.3,0.464,25.6,17.3,-0.2,0.1,0.016,2020
21,334,676,141,118,10,178,64,59,320,102,30,1813,Markelle Fultz,35,126,772,[<Position.POINT_GUARD: 'POINT GUARD'>],fultzma01,83,ORLANDO_MAGIC,131,28.8,0.5,-1.7,0.2,10.9,1.9,0.209,-1.9,2.0,0.8,14.4,2.2,0.175,6.3,0.523,15.1,20.7,0.1,2.7,0.071,2020
22,3,17,10,8,2,6,11,0,6,6,1,61,Wenyen Gabriel,4,7,19,[<Position.POWER_FORWARD: 'POWER FORWARD'>],gabriwe01,3,SACRAMENTO_KINGS,5,6.7,3.1,-3.9,0.5,11.4,0.1,0.588,-4.4,7.2,-0.1,7.5,2.4,0.471,9.2,0.444,18.9,18.9,0.0,0.0,-0.027,2020
22,5,29,10,12,4,22,17,1,14,8,5,149,Wenyen Gabriel,14,28,41,[<Position.POWER_FORWARD: 'POWER FORWARD'>],gabriwe01,7,PORTLAND_TRAIL_BLAZERS,11,4.3,2.3,-3.9,-0.2,15.1,0.1,0.345,-3.7,9.9,0.1,10.5,2.2,0.414,12.5,0.614,24.8,12.6,-0.1,0.2,0.072,2020
21,21,134,60,0,56,54,43,7,94,32,0,609,Daniel Gafford,52,98,220,[<Position.CENTER: 'CENTER'>],gaffoda01,13,CHICAGO_BULLS,29,5.2,8.7,-1.3,1.5,10.3,0.8,0.448,-2.8,9.0,1.1,16.2,1.0,0.0,9.6,0.686,15.3,13.3,0.1,1.8,0.146,2020
31,113,749,264,403,4,270,55,55,329,234,165,1690,Danilo Gallinari,32,66,1057,[<Position.POWER_FORWARD: 'POWER FORWARD'>],gallida01,40,OKLAHOMA_CITY_THUNDER,70,10.5,0.2,3.2,-0.9,17.1,1.6,0.352,4.1,2.2,4.1,19.4,1.2,0.538,9.9,0.611,7.5,24.4,2.2,5.7,0.163,2020
28,101,542,85,331,11,116,66,6,236,73,132,1702,Langston Galloway,33,96,677,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],gallola01,48,DETROIT_PISTONS,40,8.8,0.5,-0.8,-0.9,7.8,0.7,0.157,0.1,2.2,2.4,12.3,1.4,0.611,5.0,0.584,6.5,15.9,0.5,3.1,0.087,2020
20,229,699,72,296,4,84,59,59,280,63,105,1824,Darius Garland,27,92,728,[<Position.POINT_GUARD: 'POINT GUARD'>],garlada01,42,CLEVELAND_CAVALIERS,151,18.5,0.2,-5.6,-2.9,5.2,0.0,0.103,-2.7,1.6,-1.3,8.5,1.1,0.423,3.4,0.498,17.1,20.7,-1.7,-1.3,-0.035,2020
35,124,236,36,127,33,199,36,35,99,26,51,990,Marc Gasol,29,101,275,[<Position.CENTER: 'CENTER'>],gasolma01,28,TORONTO_RAPTORS,43,16.9,3.2,1.8,2.7,20.8,1.8,0.153,-0.9,3.2,0.9,11.9,1.3,0.538,12.2,0.546,14.6,12.7,0.9,2.7,0.128,2020
33,101,502,113,185,28,266,60,5,222,99,58,1287,Rudy Gay,56,89,601,[<Position.POWER_FORWARD: 'POWER FORWARD'>],gayru01,26,SAN_ANTONIO_SPURS,78,11.3,1.9,-1.5,-1.0,22.3,0.9,0.225,-0.5,4.7,0.6,14.4,1.0,0.369,13.5,0.545,12.4,21.3,0.2,1.5,0.054,2020
29,162,674,187,333,20,219,42,42,291,165,133,1222,Paul George,22,101,880,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],georgpa01,56,LOS_ANGELES_CLIPPERS,113,21.2,1.4,4.5,1.1,18.1,2.0,0.277,3.4,1.9,1.9,20.5,2.2,0.494,10.2,0.582,13.0,29.6,2.0,3.9,0.153,2020
34,52,286,56,14,30,156,62,56,167,41,4,1025,Taj Gibson,111,122,379,[<Position.CENTER: 'CENTER'>],gibsota01,27,NEW_YORK_KNICKS,47,7.6,2.8,-1.1,-0.4,16.7,0.8,0.196,-0.7,11.2,1.8,16.1,1.3,0.049,13.9,0.61,13.1,14.8,0.2,2.6,0.12,2020
21,49,207,43,0,14,126,38,17,116,33,0,579,Harry Giles,33,100,265,[<Position.POWER_FORWARD: 'POWER FORWARD'>],gilesha01,21,SACRAMENTO_KINGS,35,13.4,2.3,-1.1,1.1,25.2,0.7,0.208,-2.2,6.3,0.7,16.3,1.8,0.0,15.5,0.586,13.4,19.6,0.1,1.4,0.12,2020
21,208,935,317,222,45,339,63,63,442,254,78,2214,Shai Gilgeous-Alexander,45,108,1216,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],gilgesh01,70,OKLAHOMA_CITY_THUNDER,117,14.8,1.7,1.6,0.2,16.4,2.6,0.339,1.4,2.3,2.9,17.8,1.5,0.237,9.6,0.566,9.8,23.7,2.0,5.5,0.12,2020
27,93,506,367,0,124,639,62,62,353,228,0,2142,Rudy Gobert,211,196,934,[<Position.CENTER: 'CENTER'>],goberru01,47,UTAH_JAZZ,120,6.5,4.8,3.7,1.9,31.3,4.0,0.725,1.8,11.3,6.0,21.7,1.1,0.0,21.8,0.7,15.2,16.1,3.1,10.0,0.225,2020
24,51,190,30,87,4,61,34,1,76,28,26,430,Brandon Goodwin,11,43,206,[<Position.POINT_GUARD: 'POINT GUARD'>],goodwbr01,12,ATLANTA_HAWKS,29,18.0,0.8,-2.9,-1.3,15.5,0.2,0.158,-1.5,2.7,-0.1,11.7,1.3,0.458,9.0,0.507,12.5,22.4,-0.1,0.1,0.013,2020
24,215,726,203,226,36,338,58,58,314,137,68,1914,Aaron Gordon,103,116,833,[<Position.POWER_FORWARD: 'POWER FORWARD'>],gordoaa01,50,ORLANDO_MAGIC,94,17.2,1.7,-0.3,0.1,19.6,2.2,0.28,-0.3,5.6,1.2,14.8,1.3,0.311,12.4,0.511,10.3,20.6,0.8,3.3,0.084,2020
31,52,438,103,288,12,57,34,13,162,78,92,972,Eric Gordon,8,68,494,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],gordoer01,22,HOUSTON_ROCKETS,36,7.8,1.1,-3.6,-2.0,6.2,0.5,0.235,-1.6,0.9,0.2,10.5,1.1,0.658,3.5,0.511,6.9,22.1,-0.4,0.7,0.037,2020
24,471,963,233,585,15,170,63,53,368,191,218,2211,Devonte' Graham,42,115,1145,[<Position.POINT_GUARD: 'POINT GUARD'>],grahade01,62,CHARLOTTE_HORNETS,181,35.3,0.6,0.5,-2.1,8.7,0.9,0.242,2.6,2.0,2.5,15.8,1.4,0.607,5.2,0.537,14.5,24.8,1.4,3.4,0.073,2020
26,30,175,37,83,2,71,33,20,62,27,20,663,Treveon Graham,29,66,171,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],grahatr01,17,MINNESOTA_TIMBERWOLVES,19,6.1,0.3,-5.8,-0.8,11.7,0.3,0.211,-5.0,4.5,-0.2,6.0,1.2,0.474,8.0,0.447,9.0,13.1,-0.6,0.0,0.003,2020
26,15,67,19,37,4,28,22,0,25,9,13,266,Treveon Graham,22,36,72,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],grahatr01,7,ATLANTA_HAWKS,10,7.6,1.3,-4.9,-1.7,11.5,0.1,0.284,-3.2,8.8,0.0,8.0,1.2,0.552,10.1,0.478,11.7,13.3,-0.2,0.1,0.022,2020
25,79,558,172,220,52,174,64,22,263,128,88,1676,Jerami Grant,53,141,742,[<Position.POWER_FORWARD: 'POWER FORWARD'>],grantje01,44,DENVER_NUGGETS,55,6.7,2.9,-0.4,-0.4,11.6,1.7,0.308,-0.1,3.5,2.4,14.2,1.3,0.394,7.5,0.585,8.0,17.8,0.7,4.0,0.116,2020
26,2,2,0,0,0,1,2,0,1,0,0,23,Josh Gray,1,1,2,[<Position.POINT_GUARD: 'POINT GUARD'>],grayjo01,0,NEW_ORLEANS_PELICANS,5,10.4,0.0,-16.0,-4.7,4.6,0.0,0.0,-11.3,4.6,-0.1,-5.0,0.0,0.0,4.6,0.5,71.4,12.4,-0.1,-0.1,-0.224,2020
32,86,425,44,299,29,162,61,61,178,32,113,1529,Danny Green,44,129,501,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],greenda02,76,LOS_ANGELES_LAKERS,54,7.3,1.7,0.9,1.7,11.3,2.4,0.104,-0.8,3.2,1.1,11.1,2.4,0.704,7.3,0.564,10.8,13.8,1.1,3.4,0.108,2020
29,266,316,83,129,33,243,43,43,123,63,36,1222,Draymond Green,23,110,345,[<Position.POWER_FORWARD: 'POWER FORWARD'>],greendr01,59,GOLDEN_STATE_WARRIORS,98,31.2,2.4,-0.2,1.9,22.3,1.3,0.263,-2.0,2.0,-0.2,12.6,2.3,0.408,11.8,0.489,21.8,15.7,0.6,1.1,0.044,2020
29,43,302,44,204,20,273,55,0,125,32,74,1130,JaMychal Green,75,146,356,[<Position.POWER_FORWARD: 'POWER FORWARD'>],greenja01,25,LOS_ANGELES_CLIPPERS,45,5.1,1.6,-0.8,0.6,24.3,1.8,0.146,-1.4,7.0,0.8,10.8,1.0,0.675,15.9,0.554,12.3,13.5,0.3,2.6,0.111,2020
26,23,98,36,23,7,62,44,1,49,23,6,414,Javonte Green,18,37,127,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],greenja02,23,BOSTON_CELTICS,18,7.6,1.6,-0.6,1.8,15.9,0.7,0.367,-2.4,4.7,0.3,12.3,2.7,0.235,10.4,0.558,13.7,13.6,0.1,1.0,0.112,2020
33,20,195,63,104,10,67,30,2,75,49,34,553,Jeff Green,14,46,233,[<Position.POWER_FORWARD: 'POWER FORWARD'>],greenje02,12,UTAH_JAZZ,27,5.2,1.5,-2.0,-0.2,12.7,0.6,0.323,-1.8,2.9,0.0,10.1,1.1,0.533,8.0,0.523,10.8,19.8,0.0,0.6,0.048,2020
33,12,66,10,34,5,23,10,0,41,8,14,201,Jeff Green,9,19,104,[<Position.POWER_FORWARD: 'POWER FORWARD'>],greenje02,9,HOUSTON_ROCKETS,9,9.2,2.1,3.9,0.4,12.1,0.2,0.152,3.5,4.7,0.6,20.0,2.1,0.515,8.3,0.739,11.3,16.3,0.3,0.8,0.201,2020
30,59,250,98,111,7,67,18,18,88,76,27,512,Blake Griffin,17,27,279,[<Position.POWER_FORWARD: 'POWER FORWARD'>],griffbl01,7,DETROIT_PISTONS,40,18.0,1.1,-4.2,-2.6,15.0,0.2,0.392,-1.7,3.7,-0.4,11.9,0.7,0.444,9.3,0.476,12.0,28.4,-0.3,-0.1,-0.012,2020
24,45,154,25,81,8,57,42,0,61,23,25,476,Marko Guduric,14,34,170,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],gudurma01,12,MEMPHIS_GRIZZLIES,36,12.4,1.5,-3.4,-0.8,12.3,0.4,0.162,-2.6,3.1,-0.2,8.8,1.2,0.526,7.8,0.515,17.9,17.6,-0.2,0.1,0.012,2020
22,0,2,0,1,0,0,2,0,1,0,0,4,Kyle Guy,0,0,2,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],guyky01,0,SACRAMENTO_KINGS,0,0.0,0.0,-4.1,-2.8,0.0,0.0,0.0,-1.3,0.0,0.0,9.8,0.0,0.5,0.0,0.5,0.0,21.8,0.0,0.0,-0.022,2020
21,70,456,111,73,7,185,41,41,218,92,20,1217,Rui Hachimura,63,89,548,[<Position.POWER_FORWARD: 'POWER FORWARD'>],hachiru01,34,WASHINGTON_WIZARDS,41,8.3,0.5,-3.0,-1.9,17.4,0.4,0.243,-1.1,5.5,1.3,13.9,1.3,0.16,11.2,0.543,7.5,18.7,-0.3,1.7,0.066,2020
24,3,5,4,2,0,1,5,0,1,3,0,20,Devon Hall,0,1,5,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],hallde01,0,OKLAHOMA_CITY_THUNDER,1,19.1,0.0,-9.7,-3.6,5.4,0.0,0.8,-6.2,0.0,0.0,3.6,0.0,0.4,2.8,0.37,12.9,17.1,0.0,0.0,-0.064,2020
22,2,4,6,0,1,9,4,0,1,4,0,48,Donta Hall,6,9,6,[<Position.POWER_FORWARD: 'POWER FORWARD'>],halldo01,1,DETROIT_PISTONS,2,5.3,1.7,-7.1,-1.4,21.6,0.0,1.5,-5.6,14.0,0.0,7.3,1.0,0.0,17.7,0.452,23.1,7.9,-0.1,0.1,0.067,2020
26,0,9,2,3,0,1,2,0,4,2,2,13,Dusty Hannahs,0,1,12,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],hannadu01,0,MEMPHIS_GRIZZLIES,0,0.0,0.0,3.1,-2.1,7.9,0.0,0.222,5.2,0.0,0.0,21.3,0.0,0.333,4.0,0.607,0.0,31.6,0.0,0.0,0.146,2020
27,124,792,151,455,5,175,63,50,346,121,185,1815,Tim Hardaway Jr.,23,105,998,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],hardati02,39,DALLAS_MAVERICKS,61,10.2,0.2,0.4,-1.2,9.9,1.1,0.191,1.5,1.4,3.1,15.0,1.0,0.574,5.7,0.581,6.6,21.7,1.1,4.2,0.111,2020
