age,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,defensive_rebounds,games_played,games_started,made_field_goals,made_free_throws,made_three_point_field_goals,minutes_played,name,offensive_rebounds,personal_fouls,points,positions,slug,steals,team,turnovers,assist_percentage,block_percentage,box_plus_minus,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,value_over_replacement_player,win_shares,win_shares_per_48_minutes,year
26,71,279,88,112,10,128,32,13,127,59,39,718,Frank Kaminsky,30,69,352,[<Position.CENTER: 'CENTER'>],kaminfr01,13,PHOENIX_SUNS,33,14.8,1.2,-0.1,-0.3,20.2,0.6,0.315,0.2,4.6,0.8,14.5,0.9,0.401,12.2,0.554,9.4,20.8,0.3,1.4,0.092,2020
27,49,311,89,7,38,253,51,6,176,63,1,891,Enes Kanter,141,85,416,[<Position.CENTER: 'CENTER'>],kanteen01,21,BOSTON_CELTICS,52,8.4,3.9,1.5,-0.1,30.2,1.7,0.286,1.6,17.1,2.1,22.0,1.1,0.023,23.7,0.594,12.9,19.3,0.8,3.8,0.207,2020
23,115,342,75,183,6,89,28,25,151,67,73,922,Luke Kennard,9,65,442,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],kennalu01,12,DETROIT_PISTONS,43,19.2,0.5,-0.3,-1.4,11.1,0.3,0.219,1.1,1.1,1.6,14.4,0.6,0.535,6.0,0.589,10.3,19.8,0.4,1.9,0.1,2020
27,1,3,0,1,0,3,4,0,0,0,0,15,Stanton Kidd,0,3,0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],kiddst01,0,UTAH_JAZZ,2,8.0,0.0,-16.9,-1.3,21.0,0.0,0.0,-15.6,0.0,-0.1,-13.7,0.0,0.333,11.0,0.0,40.0,14.6,-0.1,-0.1,-0.327,2020
26,10,53,9,17,3,26,12,0,18,7,5,160,Michael Kidd-Gilchrist,9,18,48,[<Position.POWER_FORWARD: 'POWER FORWARD'>],kiddgmi01,0,CHARLOTTE_HORNETS,7,9.5,1.7,-6.9,-1.6,18.4,0.1,0.17,-5.3,5.9,-0.2,6.1,0.0,0.321,11.9,0.421,10.9,17.6,-0.2,-0.1,-0.029,2020
26,3,7,2,3,2,17,9,0,1,2,0,71,Michael Kidd-Gilchrist,3,14,4,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],kiddgmi01,2,DALLAS_MAVERICKS,6,5.0,2.4,-8.9,0.8,24.6,0.1,0.286,-9.7,4.5,-0.2,-0.1,1.4,0.429,14.7,0.254,43.2,8.4,-0.1,-0.1,-0.055,2020
20,5,21,3,11,0,9,10,0,8,0,4,62,Louis King,1,10,20,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],kinglo02,2,DETROIT_PISTONS,2,11.8,0.0,-6.2,-1.1,16.7,0.0,0.143,-5.1,1.8,-0.1,6.3,1.6,0.524,9.2,0.448,8.2,17.1,-0.1,0.0,-0.007,2020
28,77,466,80,286,78,256,66,21,214,69,107,1695,Maxi Kleber,99,153,604,[<Position.CENTER: 'CENTER'>],klebima01,20,DALLAS_MAVERICKS,48,6.2,3.9,0.6,0.2,15.5,1.7,0.172,0.5,6.2,2.9,13.8,0.6,0.614,11.0,0.603,8.7,13.9,1.1,4.6,0.131,2020
28,31,86,13,64,2,17,16,0,28,4,19,241,Brandon Knight,3,20,79,[<Position.POINT_GUARD: 'POINT GUARD'>],knighbr03,5,CLEVELAND_CAVALIERS,16,18.0,0.7,-6.6,-2.8,7.9,0.0,0.151,-3.9,1.4,-0.3,5.5,1.0,0.744,4.6,0.431,14.9,19.1,-0.3,-0.3,-0.062,2020
28,38,81,21,67,1,20,9,3,31,16,26,221,Brandon Knight,1,20,104,[<Position.POINT_GUARD: 'POINT GUARD'>],knighbr03,5,DETROIT_PISTONS,22,25.6,0.4,-2.0,-2.5,10.4,0.1,0.259,0.5,0.5,0.1,11.9,1.1,0.827,5.4,0.576,19.6,22.2,0.0,0.2,0.046,2020
20,61,401,101,199,28,156,65,4,144,66,65,1166,Kevin Knox,28,106,419,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],knoxke01,23,NEW_YORK_KNICKS,45,7.4,2.3,-4.2,-1.1,14.7,0.7,0.252,-3.1,2.5,-0.5,8.4,1.0,0.496,8.4,0.47,9.2,17.8,-0.6,0.2,0.006,2020
23,21,35,2,9,3,28,15,0,23,1,4,167,John Konchar,18,7,51,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],konchjo01,7,MEMPHIS_GRIZZLIES,6,16.7,1.6,5.0,2.2,17.3,0.2,0.057,2.7,11.5,0.5,19.0,2.0,0.257,14.4,0.711,14.3,10.4,0.3,0.7,0.195,2020
22,70,514,72,317,15,132,64,12,222,53,126,1398,Furkan Korkmaz,16,89,623,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],korkmfu01,36,PHILADELPHIA_76ERS,52,7.3,0.9,-1.5,-0.9,10.4,1.3,0.14,-0.6,1.3,1.0,11.7,1.3,0.617,5.8,0.571,8.7,18.5,0.2,2.3,0.079,2020
24,32,187,28,108,26,62,36,14,82,20,31,559,Luke Kornet,22,54,215,[<Position.CENTER: 'CENTER'>],kornelu01,11,CHICAGO_BULLS,14,8.5,4.4,-1.1,-0.2,12.9,0.5,0.15,-0.9,4.1,0.5,12.7,0.9,0.578,8.3,0.539,6.6,16.3,0.1,1.1,0.091,2020
38,61,259,34,207,12,90,50,0,111,28,86,833,Kyle Korver,14,68,336,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],korveky01,21,MILWAUKEE_BUCKS,42,9.5,1.3,0.2,0.7,10.1,1.4,0.131,-0.5,1.8,0.8,11.2,1.2,0.799,6.2,0.613,13.3,15.7,0.5,2.2,0.125,2020
21,33,134,28,65,3,79,39,4,60,17,25,501,Rodions Kurucs,18,66,162,[<Position.POWER_FORWARD: 'POWER FORWARD'>],kurucro01,17,BROOKLYN_NETS,35,9.4,0.5,-2.9,0.9,15.8,0.6,0.209,-3.9,3.8,-0.1,8.4,1.6,0.485,10.0,0.554,19.3,15.1,-0.1,0.5,0.048,2020
24,69,588,130,236,21,194,54,7,254,96,70,1327,Kyle Kuzma,48,106,674,[<Position.POWER_FORWARD: 'POWER FORWARD'>],kuzmaky01,21,LOS_ANGELES_LAKERS,85,7.4,1.4,-3.5,-1.3,15.5,1.6,0.221,-2.2,4.0,-0.2,11.6,0.8,0.401,9.9,0.522,11.6,23.2,-0.5,1.4,0.052,2020
23,42,147,33,13,31,104,33,1,81,25,3,567,Skal Labissière,65,89,190,[<Position.CENTER: 'CENTER'>],labissk01,7,PORTLAND_TRAIL_BLAZERS,30,10.2,4.6,-1.3,0.3,18.7,0.4,0.224,-1.5,12.1,1.0,15.4,0.6,0.088,15.4,0.588,15.7,14.3,0.1,1.4,0.122,2020
27,96,479,110,158,22,176,46,42,216,92,53,1291,Jeremy Lamb,24,104,577,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],lambje01,55,INDIANA_PACERS,50,10.5,1.5,-0.4,0.7,14.9,1.8,0.23,-1.1,2.1,0.9,14.1,2.1,0.33,8.5,0.547,8.7,19.7,0.5,2.7,0.099,2020
20,6,64,23,23,6,18,27,1,24,16,5,298,Romeo Langford,14,29,69,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],langfro01,8,BOSTON_CELTICS,9,2.6,1.9,-4.6,-0.1,6.4,0.3,0.359,-4.5,5.1,-0.1,6.0,1.3,0.359,5.8,0.465,10.8,11.9,-0.2,0.2,0.039,2020
24,254,1199,334,484,28,248,60,60,539,268,184,2085,Zach LaVine,41,131,1530,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],lavinza01,88,CHICAGO_BULLS,206,21.7,1.3,2.5,-0.8,13.8,2.2,0.279,3.3,2.1,1.8,19.5,2.0,0.404,7.7,0.568,13.3,31.7,2.4,4.0,0.092,2020
24,0,3,2,1,0,1,5,0,0,0,0,9,Vic Law,0,0,0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],lawvi01,0,ORLANDO_MAGIC,0,0.0,0.0,-25.2,-8.2,12.4,0.0,0.667,-17.0,0.0,-0.1,-16.6,0.0,0.333,6.0,0.0,0.0,18.6,-0.1,-0.1,-0.456,2020
25,15,179,32,72,10,40,23,2,81,24,24,505,Jake Layman,17,47,210,[<Position.POWER_FORWARD: 'POWER FORWARD'>],laymaja01,17,MINNESOTA_TIMBERWOLVES,24,4.4,1.6,-3.7,-1.0,8.7,0.3,0.179,-2.7,3.4,0.0,10.3,1.6,0.402,6.0,0.544,11.1,17.7,-0.2,0.3,0.029,2020
22,6,69,12,14,3,43,25,1,30,7,5,193,T.J. Leaf,21,18,72,[<Position.POWER_FORWARD: 'POWER FORWARD'>],leaftj01,8,INDIANA_PACERS,7,4.3,1.4,-1.5,-0.1,24.4,0.3,0.174,-1.4,12.1,0.0,13.8,2.0,0.203,18.3,0.485,8.6,18.5,0.0,0.4,0.088,2020
19,2,10,2,4,0,0,4,0,4,2,0,26,Jalen Lecque,0,2,10,[<Position.POINT_GUARD: 'POINT GUARD'>],lecquja01,0,PHOENIX_SUNS,1,11.1,0.0,-9.3,-3.6,0.0,0.0,0.2,-5.7,0.0,0.0,5.0,0.0,0.4,0.0,0.46,8.4,19.4,0.0,0.0,-0.042,2020
34,12,82,7,47,6,25,24,9,40,6,21,345,Courtney Lee,7,33,107,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],leeco01,18,DALLAS_MAVERICKS,11,4.7,1.5,-0.5,1.6,7.4,0.4,0.085,-2.1,2.2,0.3,10.9,2.5,0.573,4.9,0.629,11.4,11.9,0.1,0.7,0.098,2020
27,133,511,126,239,6,207,49,36,213,110,85,1423,Damion Lee,32,116,621,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],leeda03,50,GOLDEN_STATE_WARRIORS,67,14.4,0.4,-2.3,-0.8,16.3,0.8,0.247,-1.5,2.4,0.9,12.7,1.7,0.468,9.1,0.548,10.6,19.0,-0.1,1.7,0.058,2020
26,42,260,81,56,33,161,40,9,142,51,14,745,Alex Len,69,93,349,[<Position.CENTER: 'CENTER'>],lenal01,20,ATLANTA_HAWKS,39,8.7,3.7,-0.4,-0.3,23.6,0.6,0.312,-0.2,9.8,1.1,17.5,1.3,0.215,16.6,0.59,11.7,18.6,0.3,1.8,0.113,2020
26,5,42,10,0,13,38,9,0,26,7,0,150,Alex Len,26,21,59,[<Position.CENTER: 'CENTER'>],lenal01,2,SACRAMENTO_KINGS,11,5.1,8.3,-0.6,0.1,29.3,0.2,0.238,-0.7,19.0,0.3,20.3,0.7,0.0,24.1,0.636,19.2,16.7,0.1,0.5,0.165,2020
28,254,1016,350,292,31,321,51,51,476,311,107,1643,Kawhi Leonard,52,98,1370,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],leonaka01,92,LOS_ANGELES_CLIPPERS,140,27.0,1.7,9.0,2.5,19.7,3.0,0.344,6.5,3.3,4.6,26.7,2.6,0.287,11.7,0.585,10.7,33.2,4.6,7.6,0.222,2020
27,53,223,26,119,15,221,49,49,116,17,51,987,Meyers Leonard,27,103,300,[<Position.CENTER: 'CENTER'>],leoname01,13,MIAMI_HEAT,35,7.7,1.5,-0.6,0.4,24.1,1.1,0.117,-1.0,3.2,1.0,11.1,0.6,0.534,14.1,0.64,13.0,12.0,0.3,2.1,0.104,2020
25,159,609,161,189,7,119,39,25,252,116,72,1131,Caris LeVert,40,72,692,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],leverca01,44,BROOKLYN_NETS,98,23.5,0.5,-0.6,-0.7,10.6,1.2,0.264,0.1,3.7,-0.1,15.1,1.8,0.31,7.2,0.509,12.6,28.8,0.4,1.2,0.05,2020
29,453,1162,438,573,21,220,58,58,531,389,226,2140,Damian Lillard,30,98,1677,[<Position.POINT_GUARD: 'POINT GUARD'>],lillada01,59,PORTLAND_TRAIL_BLAZERS,168,34.1,0.8,7.2,-0.7,10.5,0.7,0.377,7.9,1.5,8.9,26.2,1.3,0.493,6.1,0.619,11.0,30.2,5.0,9.6,0.215,2020
19,22,151,44,59,14,77,48,5,65,28,14,573,Nassir Little,31,72,172,[<Position.POWER_FORWARD: 'POWER FORWARD'>],littlna01,13,PORTLAND_TRAIL_BLAZERS,15,5.1,2.1,-3.5,-0.6,13.7,0.3,0.291,-2.9,5.7,0.3,9.7,1.1,0.391,9.8,0.505,8.1,13.7,-0.2,0.6,0.05,2020
23,20,79,12,14,6,38,20,4,29,9,1,262,Kevon Looney,28,34,68,[<Position.CENTER: 'CENTER'>],looneke01,12,GOLDEN_STATE_WARRIORS,12,11.1,2.1,-5.5,-0.8,16.3,0.2,0.152,-4.8,11.2,-0.2,9.4,2.2,0.177,13.6,0.403,12.5,15.7,-0.2,0.0,0.005,2020
31,95,571,121,284,149,230,61,60,244,98,84,1622,Brook Lopez,42,147,670,[<Position.CENTER: 'CENTER'>],lopezbr01,43,MILWAUKEE_BUCKS,63,7.8,8.0,1.8,2.8,13.2,3.9,0.212,-1.1,2.7,0.8,14.0,1.2,0.497,8.3,0.537,9.2,17.5,1.5,4.6,0.137,2020
31,41,273,43,96,41,94,60,4,137,23,33,862,Robin Lopez,52,80,330,[<Position.CENTER: 'CENTER'>],lopezro01,10,MILWAUKEE_BUCKS,54,6.4,4.1,-1.9,0.5,10.2,1.5,0.158,-2.4,6.3,0.2,11.1,0.5,0.352,8.4,0.565,15.6,16.6,0.0,1.7,0.095,2020
31,178,727,219,390,19,493,56,56,327,187,146,1780,Kevin Love,54,90,987,[<Position.POWER_FORWARD: 'POWER FORWARD'>],loveke01,33,CLEVELAND_CAVALIERS,140,15.4,0.9,2.1,-0.6,31.1,1.2,0.301,2.6,3.3,2.5,17.9,0.9,0.536,17.1,0.599,14.5,23.1,1.8,3.8,0.102,2020
33,399,741,296,432,22,221,52,52,309,255,153,1901,Kyle Lowry,30,168,1026,[<Position.POINT_GUARD: 'POINT GUARD'>],lowryky01,70,TORONTO_RAPTORS,154,31.0,1.1,3.2,0.7,12.0,2.8,0.399,2.5,1.7,4.1,17.9,1.8,0.583,7.0,0.589,15.0,23.1,2.5,6.9,0.173,2020
24,25,192,62,109,6,67,39,0,78,52,39,671,Timothé Luwawu-Cabarrot,24,81,247,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],luwawti01,15,BROOKLYN_NETS,32,5.3,0.7,-3.2,-0.2,10.0,0.6,0.323,-3.0,3.8,0.4,8.9,1.1,0.568,7.0,0.563,12.7,15.7,-0.2,1.0,0.069,2020
24,69,343,45,168,28,290,63,53,153,33,65,1271,Trey Lyles,71,98,404,[<Position.POWER_FORWARD: 'POWER FORWARD'>],lylestr01,28,SAN_ANTONIO_SPURS,39,7.3,1.9,-1.2,-0.7,24.6,1.0,0.131,-0.5,6.0,1.2,12.7,1.1,0.49,15.3,0.557,9.7,13.7,0.2,2.2,0.081,2020
24,1,3,0,2,0,0,4,0,1,0,1,14,Daryl Macon,0,1,3,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],maconda01,0,MIAMI_HEAT,2,9.6,0.0,-11.4,-4.4,0.0,0.0,0.0,-7.0,0.0,0.0,-3.1,0.0,0.667,0.0,0.5,40.0,15.8,0.0,0.0,-0.161,2020
24,0,0,0,0,0,0,1,0,0,0,0,1,J.P. Macura,0,0,0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],macurjp01,0,CLEVELAND_CAVALIERS,0,0.0,0.0,-6.3,-1.2,0.0,0.0,0.0,-5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023,2020
30,5,15,2,4,1,5,8,0,5,1,1,38,Josh Magette,1,4,12,[<Position.POINT_GUARD: 'POINT GUARD'>],magetjo01,3,ORLANDO_MAGIC,5,19.2,2.4,-6.4,1.6,14.6,0.1,0.133,-8.0,2.7,-0.2,5.1,3.9,0.267,8.5,0.378,23.9,23.8,0.0,-0.1,-0.126,2020
33,49,210,113,26,44,140,38,35,104,70,5,808,Ian Mahinmi,78,114,283,[<Position.CENTER: 'CENTER'>],mahinia01,31,WASHINGTON_WIZARDS,45,8.2,4.7,-2.7,0.0,19.8,0.7,0.538,-2.7,10.2,0.7,14.1,1.8,0.124,14.8,0.545,14.8,15.7,-0.2,1.4,0.082,2020
22,43,193,110,64,39,113,60,14,93,73,22,776,Thon Maker,54,102,281,[<Position.CENTER: 'CENTER'>],makerth01,25,DETROIT_PISTONS,45,8.0,4.2,-1.4,0.7,16.7,0.8,0.57,-2.0,7.8,0.7,13.7,1.6,0.332,12.2,0.582,15.7,16.1,0.1,1.5,0.096,2020
23,38,54,12,12,5,29,35,6,22,9,3,271,Terance Mann,4,36,56,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mannte01,8,LOS_ANGELES_CLIPPERS,14,17.9,1.6,-3.5,1.2,10.8,0.3,0.222,-4.7,1.6,0.0,7.1,1.4,0.222,6.3,0.472,19.1,11.2,-0.1,0.3,0.057,2020
31,13,173,47,15,7,100,37,2,96,36,4,337,Boban Marjanović,53,47,232,[<Position.CENTER: 'CENTER'>],marjabo01,7,DALLAS_MAVERICKS,26,6.7,1.8,0.0,-1.7,30.5,0.5,0.272,1.7,16.8,0.8,24.5,1.0,0.087,23.7,0.599,11.8,27.9,0.2,1.3,0.184,2020
22,74,591,153,317,23,253,50,50,251,126,109,1492,Lauri Markkanen,60,96,737,[<Position.POWER_FORWARD: 'POWER FORWARD'>],markkla01,42,CHICAGO_BULLS,81,7.6,1.5,-0.5,-0.8,19.7,1.6,0.259,0.2,4.2,1.1,14.3,1.4,0.536,11.6,0.56,11.0,21.1,0.5,2.6,0.084,2020
24,23,84,21,37,7,28,18,1,37,17,20,317,Caleb Martin,10,32,111,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],martica02,12,CHARLOTTE_HORNETS,15,11.1,2.0,-1.0,0.5,10.0,0.2,0.25,-1.6,3.3,0.3,12.0,1.9,0.44,6.5,0.595,13.9,15.0,0.1,0.5,0.081,2020
24,95,207,65,77,9,120,48,3,89,42,18,903,Cody Martin,38,78,238,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],martico01,39,CHARLOTTE_HORNETS,44,15.7,0.9,-2.1,1.0,15.1,0.8,0.314,-3.1,4.4,0.2,10.5,2.2,0.372,9.6,0.505,15.7,13.6,0.0,1.0,0.052,2020
23,2,5,0,1,1,2,3,0,1,0,0,16,Jeremiah Martin,0,0,2,[<Position.POINT_GUARD: 'POINT GUARD'>],martije02,1,BROOKLYN_NETS,0,16.5,5.2,-3.0,3.6,12.6,0.0,0.0,-6.6,0.0,0.0,5.9,3.0,0.2,6.4,0.2,0.0,13.1,0.0,0.0,-0.04,2020
24,23,181,31,96,9,84,31,4,71,30,25,495,Kelan Martin,12,51,197,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],martike03,7,MINNESOTA_TIMBERWOLVES,20,6.8,1.5,-4.3,-1.0,18.6,0.3,0.171,-3.3,2.5,-0.1,9.2,0.7,0.53,10.2,0.506,9.3,17.8,-0.3,0.2,0.023,2020
25,11,19,4,10,0,5,6,0,5,2,2,53,Frank Mason III,3,4,14,[<Position.POINT_GUARD: 'POINT GUARD'>],masonfr01,2,MILWAUKEE_BUCKS,6,25.6,0.0,-8.4,-0.9,8.8,0.1,0.211,-7.5,6.0,-0.2,4.2,1.7,0.526,7.5,0.337,22.4,20.8,-0.1,-0.1,-0.06,2020
23,10,56,34,46,1,18,18,0,24,31,19,227,Garrison Mathews,6,32,98,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mathega01,8,WASHINGTON_WIZARDS,8,5.8,0.4,-1.1,-0.6,9.1,0.0,0.607,-0.5,2.8,0.6,13.1,1.6,0.821,5.8,0.691,10.1,14.5,0.1,0.6,0.129,2020
33,91,401,63,277,9,139,62,62,159,48,101,1529,Wesley Matthews,21,91,467,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],matthwe02,37,MILWAUKEE_BUCKS,41,7.4,0.5,-1.7,0.8,8.5,2.4,0.157,-2.5,1.4,0.8,8.4,1.1,0.691,5.2,0.545,8.7,12.7,0.1,3.1,0.099,2020
24,79,162,18,71,4,67,37,12,67,13,23,908,Patrick McCaw,19,60,170,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],mccawpa01,39,TORONTO_RAPTORS,29,11.4,0.4,-1.8,1.8,7.6,1.2,0.111,-3.6,2.3,0.2,7.3,2.0,0.438,5.0,0.5,14.6,9.4,0.0,1.4,0.073,2020
28,268,1212,164,458,39,213,62,62,549,123,174,2229,CJ McCollum,41,159,1395,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mccolcj01,46,PORTLAND_TRAIL_BLAZERS,116,19.3,1.5,0.9,-1.7,9.7,0.6,0.135,2.5,1.9,3.1,17.4,1.0,0.378,5.9,0.543,8.3,26.7,1.6,3.7,0.079,2020
27,316,362,36,15,11,131,63,3,187,30,5,1188,T.J. McConnell,32,69,409,[<Position.POINT_GUARD: 'POINT GUARD'>],mccontj01,44,INDIANA_PACERS,86,37.2,0.8,0.3,0.2,12.1,1.4,0.099,0.1,3.0,1.6,16.2,1.8,0.041,7.6,0.541,18.5,17.2,0.7,2.9,0.119,2020
22,13,70,17,24,3,50,16,0,33,14,9,293,Jalen McDaniels,15,36,89,[<Position.POWER_FORWARD: 'POWER FORWARD'>],mcdanja01,8,CHARLOTTE_HORNETS,11,6.8,0.9,-3.3,0.0,19.4,0.2,0.243,-3.3,5.4,0.2,10.7,1.4,0.343,12.1,0.574,12.4,13.3,-0.1,0.5,0.078,2020
28,70,491,52,265,4,133,62,0,241,43,118,1242,Doug McDermott,23,106,643,[<Position.POWER_FORWARD: 'POWER FORWARD'>],mcderdo01,9,INDIANA_PACERS,40,8.3,0.3,0.0,-1.5,11.7,0.9,0.106,1.5,2.1,2.1,14.3,0.4,0.54,6.9,0.626,7.2,19.6,0.6,3.0,0.115,2020
32,34,283,75,6,92,243,61,61,181,49,3,1023,JaVale McGee,111,145,414,[<Position.CENTER: 'CENTER'>],mcgeeja01,31,LOS_ANGELES_LAKERS,47,4.7,7.9,2.1,2.3,25.2,2.3,0.265,-0.3,12.1,2.2,20.0,1.4,0.021,18.8,0.655,12.9,15.0,1.1,4.5,0.211,2020
28,30,156,28,79,8,102,50,3,61,15,22,749,Rodney McGruder,26,67,159,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mcgruro01,23,LOS_ANGELES_CLIPPERS,21,5.1,0.9,-3.0,0.8,13.7,1.0,0.179,-3.8,3.7,-0.1,6.5,1.4,0.506,8.8,0.472,11.1,10.5,-0.2,0.8,0.054,2020
27,14,171,31,65,8,76,40,1,73,22,14,593,Alfonzo McKinnie,37,72,182,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],mckinal01,23,CLEVELAND_CAVALIERS,26,3.3,1.2,-5.3,-0.9,14.4,0.3,0.181,-4.4,6.9,-0.2,8.7,1.9,0.38,10.6,0.493,12.3,15.2,-0.5,0.2,0.014,2020
23,125,178,39,76,4,42,30,2,87,26,29,590,Jordan McLaughlin,7,31,229,[<Position.POINT_GUARD: 'POINT GUARD'>],mclaujo01,34,MINNESOTA_TIMBERWOLVES,31,31.0,0.6,0.3,-0.1,7.8,0.4,0.219,0.4,1.2,1.2,16.3,2.7,0.427,4.4,0.587,13.7,15.8,0.3,1.6,0.13,2020
26,54,470,62,390,12,119,63,19,209,47,154,1437,Ben McLemore,20,130,619,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mclembe01,38,HOUSTON_ROCKETS,46,5.3,0.7,-0.7,-0.7,8.7,0.9,0.132,0.0,1.5,2.1,11.7,1.2,0.83,5.1,0.622,8.5,15.6,0.5,3.0,0.1,2020
28,82,317,83,106,15,87,29,4,133,64,40,654,Jordan McRae,17,61,370,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mcraejo01,19,WASHINGTON_WIZARDS,38,18.8,2.0,-0.5,-1.3,15.2,0.2,0.262,0.8,2.7,0.4,15.2,1.4,0.334,8.7,0.523,9.7,24.9,0.3,0.7,0.05,2020
28,4,6,4,4,1,4,4,0,2,3,2,32,Jordan McRae,1,2,9,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mcraejo01,2,DENVER_NUGGETS,0,15.6,2.9,2.5,1.4,13.9,0.0,0.667,1.0,3.5,0.1,16.7,3.1,0.667,8.7,0.58,0.0,10.5,0.0,0.1,0.208,2020
28,7,43,22,16,0,15,4,0,14,16,3,98,Jordan McRae,0,10,47,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mcraejo01,0,DETROIT_PISTONS,5,10.7,0.0,-9.8,-4.2,17.6,0.0,0.512,-5.6,0.0,-0.1,6.5,0.0,0.372,8.7,0.446,8.7,25.7,-0.2,-0.1,-0.053,2020
29,67,278,60,180,19,120,52,6,123,44,65,889,Nicolò Melli,37,105,355,[<Position.CENTER: 'CENTER'>],mellini01,30,NEW_ORLEANS_PELICANS,42,10.2,1.8,-0.6,0.3,14.3,0.8,0.216,-0.9,4.4,1.0,12.3,1.6,0.647,9.3,0.583,12.1,15.9,0.3,1.8,0.095,2020
21,157,353,106,117,18,156,52,8,148,87,37,1011,De'Anthony Melton,37,92,420,[<Position.POINT_GUARD: 'POINT GUARD'>],meltode01,65,MEMPHIS_GRIZZLIES,78,20.9,1.5,0.3,1.8,15.9,1.4,0.3,-1.6,3.9,0.4,14.6,3.0,0.331,10.0,0.525,16.3,19.6,0.6,1.8,0.086,2020
22,6,35,8,1,4,16,16,0,20,6,0,73,Chimezie Metu,10,4,46,[<Position.POWER_FORWARD: 'POWER FORWARD'>],metuch01,1,SAN_ANTONIO_SPURS,5,13.9,4.8,3.0,-0.8,23.7,0.1,0.229,3.8,14.7,0.2,25.4,0.7,0.029,19.2,0.597,11.5,25.9,0.1,0.2,0.159,2020
28,225,850,196,318,7,301,55,52,424,178,133,1653,Khris Middleton,40,122,1159,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],middlkh01,51,MILWAUKEE_BUCKS,113,21.0,0.4,4.4,0.9,17.0,3.1,0.231,3.4,2.5,4.3,21.4,1.4,0.374,10.2,0.619,10.8,26.2,2.7,7.4,0.214,2020
25,0,3,2,0,0,5,1,0,2,2,0,19,Eric Mika,2,5,6,[<Position.POWER_FORWARD: 'POWER FORWARD'>],mikaer01,0,SACRAMENTO_KINGS,0,0.0,0.0,-3.1,-0.9,30.5,0.0,0.667,-2.2,11.6,0.1,14.0,0.0,0.0,20.8,0.773,0.0,8.9,0.0,0.1,0.222,2020
32,12,59,20,35,4,8,10,0,19,15,11,161,C.J. Miles,4,14,64,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],milescj01,10,WASHINGTON_WIZARDS,4,9.9,2.2,-1.9,0.0,5.7,0.1,0.339,-1.8,2.6,0.0,11.0,2.9,0.593,4.1,0.472,5.6,18.6,0.0,0.1,0.033,2020
26,8,24,6,19,2,13,25,1,8,1,6,125,Malcolm Miller,1,12,23,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],millema01,4,TORONTO_RAPTORS,3,8.3,1.5,-2.9,1.4,10.8,0.2,0.25,-4.3,0.9,-0.1,4.7,1.5,0.792,5.9,0.432,10.1,10.1,0.0,0.1,0.037,2020
