age,assist_percentage,block_percentage,box_plus_minus,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,games_played,minutes_played,name,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,positions,slug,steal_percentage,team,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,value_over_replacement_player,win_shares,win_shares_per_48_minutes
31,8.6,0.3,-0.1,-0.1,7.7,0.7,0.121,28,764,Wayne Ellington,0.0,1.1,0.9,12.5,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],ellinwa01,1.9,Team.DETROIT_PISTONS,0.795,4.3,0.584,8.3,17.7,0.4,1.6,0.102
24,18.4,4.4,4.9,0.9,34.0,3.8,0.541,64,2154,Joel Embiid,4.0,8.1,4.9,26.1,[<Position.CENTER: 'CENTER'>],embiijo01,1.0,Team.PHILADELPHIA_76ERS,0.219,21.4,0.593,13.2,33.3,3.8,8.7,0.194
28,4.1,1.4,-0.9,0.1,9.5,0.8,0.275,40,949,James Ennis,-1.0,4.2,1.4,11.3,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],ennisja01,2.0,Team.HOUSTON_ROCKETS,0.569,6.8,0.622,8.9,11.9,0.3,2.2,0.112
28,6.7,2.0,-3.7,-1.1,15.4,0.2,0.277,18,281,James Ennis,-2.6,8.9,0.2,9.9,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],ennisja01,0.5,Team.PHILADELPHIA_76ERS,0.434,12.2,0.51,10.6,15.5,-0.1,0.4,0.071
21,8.3,3.7,-1.3,0.7,26.8,0.2,0.5,23,113,Drew Eubanks,-1.9,5.8,0.1,15.1,[<Position.POWER_FORWARD: 'POWER FORWARD'>],eubandr01,0.9,Team.SAN_ANTONIO_SPURS,0.0,16.4,0.646,20.1,15.5,0.0,0.3,0.12
21,13.7,1.2,-8.2,-1.2,9.5,0.2,0.019,30,204,Jacob Evans,-6.9,3.3,-0.3,3.5,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],evansja02,1.2,Team.GOLDEN_STATE_WARRIORS,0.283,6.5,0.374,17.1,13.5,-0.3,-0.1,-0.03
22,20.0,0.0,-9.2,0.5,19.3,0.0,0.0,7,64,Jawun Evans,-9.8,1.7,-0.2,0.7,[<Position.POINT_GUARD: 'POINT GUARD'>],evansja01,2.2,Team.PHOENIX_SUNS,0.154,10.4,0.231,31.6,12.7,-0.1,-0.2,-0.139
22,0.0,0.0,-81.4,-29.1,0.0,0.0,0.0,1,1,Jawun Evans,-52.4,0.0,0.0,-38.1,[<Position.POINT_GUARD: 'POINT GUARD'>],evansja01,0.0,Team.OKLAHOMA_CITY_THUNDER,1.0,0.0,0.0,0.0,40.7,0.0,0.0,-0.946
29,17.5,1.1,-2.7,-0.3,13.0,2.0,0.242,69,1402,Tyreke Evans,-2.4,2.7,-1.7,11.5,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],evansty01,2.0,Team.INDIANA_PACERS,0.327,7.9,0.483,13.9,26.4,-0.2,0.3,0.01
23,24.1,0.6,-2.1,-0.1,8.3,0.7,0.357,42,664,Dante Exum,-2.0,2.7,0.2,11.2,[<Position.POINT_GUARD: 'POINT GUARD'>],exumda01,1.0,Team.UTAH_JAZZ,0.257,5.5,0.516,15.7,21.3,0.0,1.0,0.069
29,2.8,2.7,0.4,-1.1,25.7,0.2,0.381,12,118,Kenneth Faried,1.5,13.4,0.2,20.5,[<Position.CENTER: 'CENTER'>],farieke01,0.8,Team.BROOKLYN_NETS,0.119,19.6,0.622,10.9,19.6,0.1,0.4,0.168
29,4.9,2.6,-0.4,-1.6,23.0,0.7,0.372,25,610,Kenneth Faried,1.3,14.6,1.8,21.8,[<Position.CENTER: 'CENTER'>],farieke01,1.2,Team.HOUSTON_ROCKETS,0.09,18.7,0.622,9.4,20.4,0.3,2.5,0.198
27,8.0,4.8,3.3,1.5,21.3,3.5,0.368,76,1766,Derrick Favors,1.8,12.9,4.4,21.8,[<Position.CENTER: 'CENTER'>],favorde01,1.5,Team.UTAH_JAZZ,0.126,17.2,0.624,10.5,19.4,2.4,7.9,0.215
26,7.2,0.8,-4.1,-2.1,20.5,0.4,0.408,60,746,Cristiano Felício,-2.0,11.4,0.9,13.4,[<Position.CENTER: 'CENTER'>],feliccr01,0.7,Team.CHICAGO_BULLS,0.022,15.9,0.568,13.5,14.3,-0.4,1.4,0.088
34,18.7,1.3,-1.3,0.4,8.4,0.4,0.096,33,379,Raymond Felton,-1.7,1.1,0.3,11.2,[<Position.POINT_GUARD: 'POINT GUARD'>],feltora01,1.2,Team.OKLAHOMA_CITY_THUNDER,0.452,4.6,0.505,9.0,16.6,0.1,0.7,0.087
20,4.8,0.7,-3.8,0.1,6.0,1.6,0.118,74,1931,Terrance Ferguson,-3.9,1.7,1.2,6.4,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],fergute01,1.0,Team.OKLAHOMA_CITY_THUNDER,0.673,3.8,0.566,9.4,10.6,-0.9,2.8,0.07
25,17.0,0.3,-1.4,-0.4,9.5,0.6,0.19,71,1067,Yogi Ferrell,-1.0,1.2,1.3,12.7,[<Position.POINT_GUARD: 'POINT GUARD'>],ferreyo01,1.6,Team.SACRAMENTO_KINGS,0.423,5.3,0.55,9.5,16.3,0.2,1.9,0.087
25,6.9,1.5,-1.4,0.4,13.4,2.0,0.195,81,1985,Dorian Finney-Smith,-1.8,7.5,1.2,11.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],finnedo01,1.7,Team.DALLAS_MAVERICKS,0.481,10.5,0.53,11.4,14.0,0.3,3.3,0.079
25,10.6,0.1,-1.2,-0.9,10.4,1.3,0.099,82,2293,Bryn Forbes,-0.3,0.9,2.5,12.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],forbebr01,1.0,Team.SAN_ANTONIO_SPURS,0.522,5.7,0.586,8.8,17.4,0.5,3.8,0.079
26,17.6,0.4,-2.4,-0.6,9.4,2.5,0.159,81,2553,Evan Fournier,-1.8,1.6,0.8,12.3,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],fournev01,1.4,Team.ORLANDO_MAGIC,0.421,5.4,0.536,11.9,22.1,-0.3,3.2,0.061
21,33.2,1.5,1.5,0.2,10.8,2.5,0.378,81,2546,De'Aaron Fox,1.3,1.7,3.2,18.1,[<Position.POINT_GUARD: 'POINT GUARD'>],foxde01,2.4,Team.SACRAMENTO_KINGS,0.211,6.2,0.544,15.0,24.5,2.3,5.6,0.106
22,3.3,0.0,-14.5,-3.2,4.9,0.0,0.19,10,44,Melvin Frazier,-11.3,7.2,-0.2,1.2,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],frazime01,1.1,Team.ORLANDO_MAGIC,0.286,6.1,0.33,4.2,23.5,-0.1,-0.1,-0.133
28,28.0,0.4,-1.3,-0.2,11.8,0.4,0.21,47,909,Tim Frazier,-1.2,3.7,1.1,11.6,[<Position.POINT_GUARD: 'POINT GUARD'>],fraziti01,1.3,Team.NEW_ORLEANS_PELICANS,0.395,7.8,0.552,22.0,12.3,0.2,1.5,0.081
28,26.0,0.4,-3.6,-1.2,10.0,0.3,0.197,12,211,Tim Frazier,-2.4,4.6,0.2,11.8,[<Position.POINT_GUARD: 'POINT GUARD'>],fraziti01,1.1,Team.MILWAUKEE_BUCKS,0.364,7.5,0.523,18.2,17.4,-0.1,0.4,0.097
29,17.5,0.0,-11.3,-2.9,10.4,0.0,0.207,6,65,Jimmer Fredette,-8.4,1.7,-0.2,3.6,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],fredeji01,2.2,Team.PHOENIX_SUNS,0.448,6.0,0.348,13.6,24.2,-0.2,-0.2,-0.166
35,8.6,1.3,-3.5,-1.8,16.4,0.0,0.12,36,341,Channing Frye,-1.7,1.2,0.1,8.9,[<Position.CENTER: 'CENTER'>],fryech01,0.9,Team.CLEVELAND_CAVALIERS,0.675,8.5,0.524,9.5,17.5,-0.1,0.1,0.016
20,19.5,0.9,-3.1,0.2,10.6,0.4,0.239,19,427,Markelle Fultz,-3.3,6.6,-0.1,10.5,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],fultzma01,1.9,Team.PHILADELPHIA_76ERS,0.09,8.7,0.452,12.7,19.3,-0.1,0.3,0.035
30,13.2,0.9,4.3,-0.5,18.1,1.8,0.459,68,2059,Danilo Gallinari,4.9,2.9,6.4,21.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],gallida01,1.1,Team.LOS_ANGELES_CLIPPERS,0.421,10.7,0.633,8.5,23.8,3.3,8.2,0.191
27,7.3,0.4,-1.5,-0.6,7.9,1.3,0.164,80,1745,Langston Galloway,-0.9,3.0,2.1,10.7,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],gallola01,1.0,Team.DETROIT_PISTONS,0.647,5.4,0.534,3.7,16.1,0.2,3.4,0.094
24,18.0,1.3,-5.5,-1.7,5.1,0.0,0.148,4,63,Billy Garrett,-3.9,0.0,0.0,9.8,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],garrebi01,0.8,Team.NEW_YORK_KNICKS,0.296,2.5,0.452,6.5,20.9,-0.1,0.0,-0.019
34,22.6,3.3,3.2,2.1,25.5,2.8,0.294,53,1788,Marc Gasol,1.1,3.5,1.0,16.9,[<Position.CENTER: 'CENTER'>],gasolma01,1.7,Team.MEMPHIS_GRIZZLIES,0.324,14.3,0.541,13.4,22.3,2.3,3.9,0.104
34,21.2,2.9,2.9,2.8,24.0,1.2,0.278,26,648,Marc Gasol,0.1,4.1,0.9,16.0,[<Position.CENTER: 'CENTER'>],gasolma01,1.8,Team.TORONTO_RAPTORS,0.278,14.3,0.565,14.6,16.3,0.8,2.1,0.157
38,20.2,3.6,3.9,2.3,34.4,0.5,0.432,27,330,Pau Gasol,1.6,7.3,0.6,18.0,[<Position.CENTER: 'CENTER'>],gasolpa01,0.7,Team.SAN_ANTONIO_SPURS,0.114,21.0,0.544,11.8,15.8,0.5,1.1,0.16
38,7.7,2.8,-4.7,0.6,31.9,0.1,0.333,3,30,Pau Gasol,-5.3,0.0,-0.1,1.7,[<Position.CENTER: 'CENTER'>],gasolpa01,0.0,Team.MILWAUKEE_BUCKS,0.5,16.9,0.291,22.5,12.4,0.0,0.0,-0.063
32,14.7,1.6,1.4,0.6,23.9,2.2,0.197,69,1842,Rudy Gay,0.8,3.8,2.2,17.5,[<Position.POWER_FORWARD: 'POWER FORWARD'>],gayru01,1.4,Team.SAN_ANTONIO_SPURS,0.247,13.9,0.583,12.3,22.1,1.6,4.4,0.115
28,17.7,1.0,7.2,1.6,19.6,4.9,0.335,77,2841,Paul George,5.6,3.7,7.0,23.3,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],georgpa01,2.8,Team.OKLAHOMA_CITY_THUNDER,0.469,11.4,0.583,10.0,29.5,6.6,11.9,0.201
33,7.3,2.0,-0.1,-0.4,18.3,1.4,0.33,70,1686,Taj Gibson,0.3,10.8,3.7,17.8,[<Position.POWER_FORWARD: 'POWER FORWARD'>],gibsota01,1.5,Team.MINNESOTA_TIMBERWOLVES,0.063,14.5,0.612,10.6,17.2,0.8,5.1,0.144
20,15.2,2.3,-3.0,0.4,20.1,1.0,0.261,58,820,Harry Giles,-3.4,8.1,0.0,14.4,[<Position.POWER_FORWARD: 'POWER FORWARD'>],gilesha01,1.8,Team.SACRAMENTO_KINGS,0.017,14.0,0.526,15.8,23.2,-0.2,1.0,0.056
20,17.8,1.6,-0.5,0.4,8.3,1.9,0.272,82,2174,Shai Gilgeous-Alexander,-0.9,2.9,1.5,13.4,[<Position.POINT_GUARD: 'POINT GUARD'>],gilgesh01,2.1,Team.LOS_ANGELES_CLIPPERS,0.194,5.7,0.554,15.0,18.3,0.8,3.3,0.074
26,9.6,5.8,5.4,2.5,30.2,5.7,0.733,81,2577,Rudy Gobert,3.0,13.2,8.7,24.6,[<Position.CENTER: 'CENTER'>],goberru01,1.2,Team.UTAH_JAZZ,0.0,21.9,0.682,12.1,17.8,4.8,14.4,0.268
23,32.1,0.0,-9.5,-4.8,3.8,0.0,0.478,16,57,Brandon Goodwin,-4.7,1.9,0.0,8.3,[<Position.POINT_GUARD: 'POINT GUARD'>],goodwbr01,0.0,Team.DENVER_NUGGETS,0.261,2.8,0.413,9.7,23.1,-0.1,0.0,0.021
23,16.6,1.8,0.6,0.3,18.4,3.3,0.242,78,2633,Aaron Gordon,0.3,5.2,1.8,15.1,[<Position.POWER_FORWARD: 'POWER FORWARD'>],gordoaa01,1.1,Team.ORLANDO_MAGIC,0.332,11.7,0.538,12.3,21.8,1.7,5.1,0.093
30,9.4,1.1,-1.3,-1.8,6.9,1.0,0.162,68,2158,Eric Gordon,0.5,0.9,1.7,12.2,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],gordoer01,0.9,Team.HOUSTON_ROCKETS,0.64,3.8,0.549,8.2,22.0,0.4,2.6,0.059
34,12.0,2.5,-1.3,0.4,26.5,0.8,0.258,47,751,Marcin Gortat,-1.7,9.8,0.6,12.8,[<Position.CENTER: 'CENTER'>],gortama01,0.4,Team.LOS_ANGELES_CLIPPERS,0.0,18.4,0.562,19.4,14.4,0.1,1.4,0.089
23,24.8,0.3,-4.0,-1.3,8.6,0.3,0.213,46,676,Devonte' Graham,-2.6,1.6,0.2,10.3,[<Position.POINT_GUARD: 'POINT GUARD'>],grahade01,1.7,Team.CHARLOTTE_HORNETS,0.56,5.0,0.459,11.3,17.0,-0.3,0.5,0.035
25,6.5,0.8,-3.7,0.0,12.3,0.6,0.115,35,715,Treveon Graham,-3.7,3.4,-0.1,6.1,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],grahatr01,0.9,Team.BROOKLYN_NETS,0.67,7.9,0.458,7.8,12.8,-0.3,0.5,0.033
24,4.2,3.2,0.2,0.6,13.1,3.3,0.269,80,2612,Jerami Grant,-0.4,3.7,4.0,13.8,[<Position.POWER_FORWARD: 'POWER FORWARD'>],grantje01,1.1,Team.OKLAHOMA_CITY_THUNDER,0.356,8.2,0.592,6.8,15.4,1.5,7.3,0.134
26,22.4,0.5,-1.6,1.3,9.1,1.1,0.182,60,939,Jerian Grant,-2.9,2.1,0.5,10.8,[<Position.POINT_GUARD: 'POINT GUARD'>],grantje02,2.3,Team.ORLANDO_MAGIC,0.5,5.6,0.526,17.7,13.4,0.1,1.7,0.085
23,0.0,0.0,-37.6,-14.0,0.0,0.0,0.0,3,2,Donte Grantham,-23.6,0.0,0.0,-38.1,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],grantdo01,0.0,Team.OKLAHOMA_CITY_THUNDER,1.0,0.0,0.0,0.0,40.7,0.0,0.0,-0.946
31,7.7,2.0,2.0,0.8,12.2,2.9,0.07,80,2216,Danny Green,1.1,3.0,3.0,13.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],greenda02,1.6,Team.TORONTO_RAPTORS,0.69,7.7,0.632,10.4,14.1,2.2,5.9,0.128
28,26.8,2.8,1.4,2.7,20.8,3.2,0.216,66,2065,Draymond Green,-1.3,3.2,1.1,12.9,[<Position.POWER_FORWARD: 'POWER FORWARD'>],greendr01,2.2,Team.GOLDEN_STATE_WARRIORS,0.391,12.4,0.526,26.8,13.1,1.8,4.3,0.1
33,4.1,1.6,-1.7,-1.5,11.7,1.0,0.118,73,1473,Gerald Green,-0.2,2.2,0.9,11.4,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],greenge01,1.1,Team.HOUSTON_ROCKETS,0.763,6.8,0.555,8.3,19.5,0.1,1.9,0.061
28,6.5,2.7,-1.8,0.0,22.8,1.4,0.256,41,900,JaMychal Green,-1.8,8.8,0.4,14.9,[<Position.POWER_FORWARD: 'POWER FORWARD'>],greenja01,1.8,Team.MEMPHIS_GRIZZLIES,0.308,15.7,0.58,15.6,20.4,0.1,1.8,0.094
28,4.3,1.3,-1.5,-1.2,27.3,0.6,0.128,24,471,JaMychal Green,-0.3,7.4,0.5,14.3,[<Position.POWER_FORWARD: 'POWER FORWARD'>],greenja01,1.2,Team.LOS_ANGELES_CLIPPERS,0.488,17.7,0.6,11.7,17.6,0.1,1.1,0.113
32,9.2,1.6,-1.4,-1.4,13.3,0.8,0.3,77,2097,Jeff Green,0.0,2.9,2.8,13.6,[<Position.POWER_FORWARD: 'POWER FORWARD'>],greenje02,1.0,Team.WASHINGTON_WIZARDS,0.466,8.0,0.608,11.5,17.8,0.3,3.6,0.083
29,27.1,0.9,5.1,0.2,20.1,2.9,0.41,75,2622,Blake Griffin,4.9,4.0,5.1,21.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],griffbl01,1.0,Team.DETROIT_PISTONS,0.389,11.8,0.581,13.8,30.2,4.7,8.0,0.147
23,14.5,0.4,-4.1,-0.5,19.5,0.1,0.1,19,204,Daniel Hamilton,-3.6,5.0,-0.2,7.1,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],hamilda02,1.4,Team.ATLANTA_HAWKS,0.383,12.1,0.455,20.3,15.7,-0.1,-0.1,-0.024
25,28.8,0.0,-9.7,-3.2,4.4,0.0,0.167,2,26,Dusty Hannahs,-6.5,0.0,-0.1,4.5,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],hannadu01,1.9,Team.MEMPHIS_GRIZZLIES,0.417,2.2,0.311,7.2,23.9,-0.1,-0.1,-0.125
26,13.5,0.3,-1.6,-1.9,9.7,0.5,0.321,46,1499,Tim Hardaway Jr.,0.4,1.8,1.0,14.4,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],hardati02,1.4,Team.NEW_YORK_KNICKS,0.464,5.6,0.531,8.9,25.9,0.2,1.5,0.048
26,10.9,0.3,-3.2,-2.0,10.3,0.4,0.161,19,558,Tim Hardaway Jr.,-1.2,1.4,0.0,11.6,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],hardati02,1.0,Team.DALLAS_MAVERICKS,0.524,5.9,0.514,7.7,23.9,-0.2,0.4,0.03
29,39.5,1.7,11.0,1.6,17.8,3.8,0.449,78,2867,James Harden,9.4,2.5,11.4,30.6,[<Position.POINT_GUARD: 'POINT GUARD'>],hardeja01,2.7,Team.HOUSTON_ROCKETS,0.539,10.0,0.616,14.5,40.5,9.3,15.2,0.254
25,7.1,3.0,0.7,1.7,14.1,1.9,0.188,60,1415,Maurice Harkless,-1.0,5.9,1.5,13.2,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],harklma01,2.3,Team.PORTLAND_TRAIL_BLAZERS,0.309,10.1,0.547,9.7,13.9,1.0,3.4,0.114
25,12.5,4.0,3.3,0.7,16.7,2.6,0.466,82,2158,Montrezl Harrell,2.6,9.3,6.1,23.4,[<Position.CENTER: 'CENTER'>],harremo01,1.6,Team.LOS_ANGELES_CLIPPERS,0.019,13.1,0.636,11.0,23.5,2.9,8.7,0.193
35,16.7,1.3,-2.2,0.4,9.9,0.9,0.386,68,1071,Devin Harris,-2.6,1.2,0.6,10.7,[<Position.POINT_GUARD: 'POINT GUARD'>],harride01,1.6,Team.DALLAS_MAVERICKS,0.576,5.6,0.527,12.1,18.5,-0.1,1.5,0.068
24,11.0,1.0,-1.6,-0.4,7.9,1.5,0.226,57,1639,Gary Harris,-1.2,2.7,1.1,12.2,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],harriga01,1.6,Team.DENVER_NUGGETS,0.38,5.3,0.526,8.9,20.0,0.2,2.6,0.076
27,11.9,0.6,0.5,-0.3,10.9,1.7,0.178,76,2293,Joe Harris,0.8,2.4,3.8,13.5,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],harrijo01,0.8,Team.BROOKLYN_NETS,0.516,6.7,0.645,13.0,17.0,1.4,5.5,0.116
26,12.5,1.0,2.4,-0.2,21.3,1.8,0.256,55,1903,Tobias Harris,2.7,2.1,3.2,18.2,[<Position.POWER_FORWARD: 'POWER FORWARD'>],harrito02,1.0,Team.LOS_ANGELES_CLIPPERS,0.302,12.0,0.605,10.3,23.5,2.1,5.0,0.127
26,12.6,1.1,-0.1,-1.0,19.7,0.9,0.221,27,944,Tobias Harris,0.9,3.7,1.2,15.3,[<Position.POWER_FORWARD: 'POWER FORWARD'>],harrito02,0.6,Team.PHILADELPHIA_76ERS,0.338,11.9,0.562,8.8,21.3,0.5,2.1,0.105
24,0.0,0.0,-15.4,-4.2,0.0,0.0,0.0,1,5,Andrew Harrison,-11.2,0.0,0.0,4.6,[<Position.POINT_GUARD: 'POINT GUARD'>],harrian01,0.0,Team.MEMPHIS_GRIZZLIES,0.5,0.0,0.5,0.0,17.9,0.0,0.0,-0.013
24,16.3,1.2,-6.2,-0.6,8.9,0.0,0.41,10,144,Andrew Harrison,-5.6,3.0,-0.1,6.6,[<Position.POINT_GUARD: 'POINT GUARD'>],harrian01,1.4,Team.CLEVELAND_CAVALIERS,0.359,5.8,0.467,17.8,17.0,-0.2,-0.1,-0.022
24,22.3,0.0,-9.2,-3.2,8.1,0.0,0.167,6,38,Andrew Harrison,-6.0,5.5,0.0,3.1,[<Position.POINT_GUARD: 'POINT GUARD'>],harrian01,0.0,Team.NEW_ORLEANS_PELICANS,0.833,6.8,0.349,13.4,16.1,-0.1,0.0,-0.051
25,14.1,1.8,-1.3,1.5,14.5,1.6,0.289,73,1430,Shaquille Harrison,-2.8,2.5,-0.1,12.4,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],harrish01,3.0,Team.CHICAGO_BULLS,0.209,8.4,0.494,11.1,16.5,0.2,1.4,0.048
23,7.0,1.9,-1.3,1.0,12.6,1.9,0.172,67,1715,Josh Hart,-2.3,2.2,0.2,9.3,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],hartjo01,1.7,Team.LOS_ANGELES_LAKERS,0.591,7.5,0.526,10.4,13.5,0.3,2.1,0.059
20,9.4,4.6,-3.9,1.2,13.3,0.3,0.341,28,221,Isaiah Hartenstein,-5.1,10.3,0.2,10.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],harteis01,1.6,Team.HOUSTON_ROCKETS,0.146,11.8,0.562,21.6,11.8,-0.1,0.5,0.101
38,4.0,0.0,-10.9,-2.4,34.5,0.1,0.121,10,74,Udonis Haslem,-8.4,4.3,-0.2,3.6,[<Position.CENTER: 'CENTER'>],hasleud01,0.0,Team.MIAMI_HEAT,0.364,19.4,0.36,7.9,21.9,-0.2,-0.1,-0.075
28,18.4,1.1,0.8,0.4,15.5,2.3,0.294,72,1863,Gordon Hayward,0.4,2.9,2.6,15.6,[<Position.POWER_FORWARD: 'POWER FORWARD'>],haywago01,1.6,Team.BOSTON_CELTICS,0.364,9.2,0.575,12.8,19.0,1.3,4.9,0.126
28,10.1,4.9,2.5,2.1,28.0,0.4,0.149,14,188,John Henson,0.4,9.2,0.1,17.1,[<Position.CENTER: 'CENTER'>],hensojo01,1.7,Team.MILWAUKEE_BUCKS,0.463,19.2,0.553,14.4,18.6,0.2,0.6,0.146
23,5.3,1.6,-1.1,-0.2,16.1,1.4,0.274,70,1358,Juan Hernangómez,-0.9,5.1,1.6,11.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],hernaju01,1.0,Team.DENVER_NUGGETS,0.576,10.6,0.58,9.5,12.2,0.3,3.0,0.105
24,11.5,2.1,-0.1,-1.1,26.3,0.8,0.488,58,812,Willy Hernangómez,1.1,15.3,1.8,20.4,[<Position.CENTER: 'CENTER'>],hernawi01,1.0,Team.CHARLOTTE_HORNETS,0.132,20.7,0.587,13.9,22.1,0.4,2.6,0.153
23,11.5,0.6,-3.8,-0.3,18.7,1.1,0.246,58,1206,Mario Hezonja,-3.5,2.4,-1.1,10.8,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],hezonma01,2.3,Team.NEW_YORK_KNICKS,0.328,10.4,0.497,14.6,21.3,-0.5,-0.1,-0.003
24,9.4,7.9,0.1,2.2,16.7,0.0,0.625,3,32,Isaiah Hicks,-2.1,6.4,0.1,17.4,[<Position.POWER_FORWARD: 'POWER FORWARD'>],hicksis01,1.5,Team.NEW_YORK_KNICKS,0.0,11.4,0.588,8.9,15.0,0.0,0.1,0.153
26,11.9,1.1,2.1,-1.4,12.4,1.6,0.142,82,2615,Buddy Hield,3.5,4.1,4.3,17.5,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],hieldbu01,1.0,Team.SACRAMENTO_KINGS,0.479,8.1,0.587,9.2,25.1,2.7,5.9,0.108
22,6.6,0.0,-8.2,-2.4,12.9,0.0,0.2,5,40,Haywood Highsmith,-5.8,0.0,0.0,4.5,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],highsha01,1.2,Team.PHILADELPHIA_76ERS,0.5,6.6,0.414,8.4,12.4,-0.1,0.0,-0.023
36,6.8,2.3,-2.2,0.9,18.4,0.6,0.405,42,546,Nenê,-3.1,6.7,0.8,11.9,[<Position.CENTER: 'CENTER'>],hilarne01,1.6,Team.HOUSTON_ROCKETS,0.026,12.5,0.552,7.4,11.7,0.0,1.4,0.123
32,16.2,0.3,-2.0,-1.2,5.1,0.0,0.187,13,344,George Hill,-0.7,3.7,0.5,13.5,[<Position.POINT_GUARD: 'POINT GUARD'>],hillge01,1.7,Team.CLEVELAND_CAVALIERS,0.262,4.4,0.604,14.7,17.3,0.0,0.5,0.066
32,13.3,0.6,-1.2,1.1,9.4,1.4,0.242,47,958,George Hill,-2.3,3.0,1.0,11.6,[<Position.POINT_GUARD: 'POINT GUARD'>],hillge01,1.9,Team.MILWAUKEE_BUCKS,0.465,6.4,0.534,9.4,14.4,0.2,2.3,0.117
27,7.6,0.9,-3.6,-0.4,11.5,0.4,0.18,44,878,Solomon Hill,-3.1,4.1,0.1,6.8,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],hillso01,1.2,Team.NEW_ORLEANS_PELICANS,0.567,7.8,0.497,13.9,10.4,-0.3,0.5,0.029
22,19.3,1.8,-1.6,0.1,10.4,0.8,0.191,50,646,Aaron Holiday,-1.7,0.9,0.1,11.9,[<Position.POINT_GUARD: 'POINT GUARD'>],holidaa01,1.6,Team.INDIANA_PACERS,0.485,5.8,0.518,12.3,21.9,0.1,0.9,0.065
28,31.8,1.8,3.0,-0.1,11.0,1.9,0.234,67,2402,Jrue Holiday,3.1,3.3,3.5,19.4,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],holidjr01,2.1,Team.NEW_ORLEANS_PELICANS,0.313,7.2,0.555,14.1,25.4,3.1,5.4,0.108
29,9.1,1.4,-0.3,1.1,12.4,1.1,0.117,38,1325,Justin Holiday,-1.3,1.5,0.2,11.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],holidju01,2.5,Team.CHICAGO_BULLS,0.685,6.9,0.531,10.2,15.2,0.6,1.3,0.047
29,7.1,1.1,-3.4,-0.1,11.3,1.4,0.157,44,1282,Justin Holiday,-3.3,2.3,-0.6,8.9,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],holidju01,2.1,Team.MEMPHIS_GRIZZLIES,0.509,6.7,0.509,12.2,16.3,-0.5,0.8,0.029
30,0.0,0.0,-5.0,-1.6,0.0,0.0,0.0,1,1,John Holland,-3.4,0.0,0.0,0.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],hollajo02,0.0,Team.CLEVELAND_CAVALIERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.032
