age,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,defensive_rebounds,games_played,games_started,made_field_goals,made_free_throws,made_three_point_field_goals,minutes_played,name,offensive_rebounds,personal_fouls,points,positions,slug,steals,team,turnovers
33,0,6,0,3,0,1,4,0,0,0,0,15,Andre Ingram,1,0,0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],ingraan01,1,Team.LOS_ANGELES_LAKERS,1
21,154,729,289,94,31,226,52,52,362,195,31,1760,Brandon Ingram,41,149,950,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],ingrabr01,28,Team.LOS_ANGELES_LAKERS,129
26,464,1241,245,434,34,264,67,67,604,214,174,2214,Kyrie Irving,71,167,1596,[<Position.POINT_GUARD: 'POINT GUARD'>],irvinky01,103,Team.BOSTON_CELTICS,172
21,80,611,135,266,98,312,75,64,262,110,86,1996,Jonathan Isaac,99,143,720,[<Position.POWER_FORWARD: 'POWER FORWARD'>],isaacjo01,59,Team.ORLANDO_MAGIC,75
24,73,274,103,79,22,147,68,13,113,84,29,1233,Wesley Iwundu,37,123,339,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],iwundwe01,28,Team.ORLANDO_MAGIC,44
24,5,15,4,6,0,1,6,0,8,4,2,39,Demetrius Jackson,2,4,22,[<Position.POINT_GUARD: 'POINT GUARD'>],jacksde01,2,Team.PHILADELPHIA_76ERS,1
20,69,447,73,169,2,109,61,16,194,54,53,1169,Frank Jackson,25,92,495,[<Position.POINT_GUARD: 'POINT GUARD'>],jacksfr01,25,Team.NEW_ORLEANS_PELICANS,48
19,64,589,197,142,82,199,58,56,298,151,51,1515,Jaren Jackson Jr.,73,220,798,[<Position.POWER_FORWARD: 'POWER FORWARD'>],jacksja02,52,Team.MEMPHIS_GRIZZLIES,98
21,183,841,213,225,56,281,79,29,347,143,73,1988,Josh Jackson,66,209,910,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],jacksjo02,74,Team.PHOENIX_SUNS,173
23,68,295,50,159,13,121,52,3,125,41,55,1083,Justin Jackson,25,67,346,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],jacksju01,23,Team.SACRAMENTO_KINGS,22
23,28,190,29,86,1,47,29,11,92,21,32,531,Justin Jackson,19,32,237,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],jacksju01,9,Team.DALLAS_MAVERICKS,7
28,344,1047,236,471,9,171,82,82,441,204,174,2289,Reggie Jackson,45,208,1260,[<Position.POINT_GUARD: 'POINT GUARD'>],jacksre01,55,Team.DETROIT_PISTONS,148
34,454,1095,418,327,33,408,55,55,558,278,111,1937,LeBron James,57,94,1505,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],jamesle01,72,Team.LOS_ANGELES_LAKERS,197
25,3,16,8,0,3,15,12,0,10,7,0,68,Amile Jefferson,6,8,27,[<Position.POWER_FORWARD: 'POWER FORWARD'>],jeffeam01,3,Team.ORLANDO_MAGIC,1
27,1,2,0,2,0,1,4,0,2,0,2,14,John Jenkins,0,0,6,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],jenkijo01,0,Team.WASHINGTON_WIZARDS,0
27,21,103,18,56,2,30,22,0,40,15,20,319,John Jenkins,6,10,115,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],jenkijo01,0,Team.NEW_YORK_KNICKS,9
31,96,355,80,188,18,216,73,6,163,64,69,1218,Jonas Jerebko,72,137,459,[<Position.POWER_FORWARD: 'POWER FORWARD'>],jerebjo01,27,Team.GOLDEN_STATE_WARRIORS,43
22,1,16,8,2,3,15,14,0,4,4,1,64,Alize Johnson,4,7,13,[<Position.POWER_FORWARD: 'POWER FORWARD'>],johnsal02,1,Team.INDIANA_PACERS,0
31,60,157,41,40,13,100,51,6,79,31,12,529,Amir Johnson,47,99,201,[<Position.CENTER: 'CENTER'>],johnsam01,16,Team.PHILADELPHIA_76ERS,45
23,0,16,2,6,0,6,6,0,8,2,3,43,B.J. Johnson,2,3,21,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],johnsbj01,2,Team.ATLANTA_HAWKS,2
23,0,2,0,1,0,0,1,0,1,0,0,6,B.J. Johnson,0,1,2,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],johnsbj01,0,Team.SACRAMENTO_KINGS,0
31,135,379,70,149,27,154,55,33,164,50,50,1164,James Johnson,22,114,428,[<Position.POWER_FORWARD: 'POWER FORWARD'>],johnsja01,35,Team.MIAMI_HEAT,74
22,60,349,51,181,13,150,48,7,133,41,51,961,Stanley Johnson,25,92,358,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],johnsst04,48,Team.DETROIT_PISTONS,55
22,28,91,13,34,1,33,18,0,38,9,11,247,Stanley Johnson,9,22,96,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],johnsst04,12,Team.NEW_ORLEANS_PELICANS,26
26,112,401,88,204,21,102,44,10,171,61,72,1123,Tyler Johnson,19,72,475,[<Position.POINT_GUARD: 'POINT GUARD'>],johnsty01,40,Team.MIAMI_HEAT,63
26,54,125,39,56,6,37,13,12,46,34,18,406,Tyler Johnson,15,25,144,[<Position.POINT_GUARD: 'POINT GUARD'>],johnsty01,14,Team.PHOENIX_SUNS,14
31,16,88,9,50,7,44,26,13,35,6,19,377,Wesley Johnson,10,45,95,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],johnswe01,12,Team.NEW_ORLEANS_PELICANS,12
31,7,40,10,26,5,16,12,0,10,7,6,157,Wesley Johnson,2,18,33,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],johnswe01,2,Team.WASHINGTON_WIZARDS,6
23,580,1206,352,270,55,637,80,80,616,289,83,2504,Nikola Jokić,228,228,1604,[<Position.CENTER: 'CENTER'>],jokicni01,108,Team.DENVER_NUGGETS,248
23,28,74,37,0,25,44,24,22,53,24,0,410,Damian Jones,31,63,130,[<Position.CENTER: 'CENTER'>],jonesda03,12,Team.GOLDEN_STATE_WARRIORS,16
21,37,324,122,91,42,144,60,14,160,74,28,1153,Derrick Jones Jr.,96,123,422,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],jonesde02,46,Team.MIAMI_HEAT,43
25,7,62,27,28,2,23,16,0,26,19,10,214,Jalen Jones,11,27,81,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],jonesja04,9,Team.CLEVELAND_CAVALIERS,8
23,13,33,2,10,5,33,6,2,12,1,2,143,Jemerrio Jones,16,10,27,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],jonesje01,7,Team.LOS_ANGELES_LAKERS,5
27,0,4,1,2,0,4,2,0,1,0,0,5,Terrence Jones,0,1,2,[<Position.POWER_FORWARD: 'POWER FORWARD'>],joneste01,0,Team.HOUSTON_ROCKETS,1
22,327,446,69,126,5,111,68,23,185,58,40,1560,Tyus Jones,23,78,468,[<Position.POINT_GUARD: 'POINT GUARD'>],jonesty01,81,Team.MINNESOTA_TIMBERWOLVES,47
30,99,323,198,0,53,525,50,50,208,135,0,1554,DeAndre Jordan,161,125,551,[<Position.CENTER: 'CENTER'>],jordade01,33,Team.DALLAS_MAVERICKS,111
30,57,123,66,0,20,152,19,19,78,51,0,493,DeAndre Jordan,64,42,207,[<Position.CENTER: 'CENTER'>],jordade01,9,Team.NEW_YORK_KNICKS,42
27,321,548,43,171,22,240,82,9,226,30,55,2063,Cory Joseph,39,131,537,[<Position.POINT_GUARD: 'POINT GUARD'>],josepco01,94,Team.INDIANA_PACERS,80
25,63,298,107,139,12,124,47,0,138,79,50,755,Frank Kaminsky,39,68,405,[<Position.CENTER: 'CENTER'>],kaminfr01,12,Team.CHARLOTTE_HORNETS,41
26,84,468,129,22,17,290,44,23,251,105,7,1128,Enes Kanter,171,106,614,[<Position.CENTER: 'CENTER'>],kanteen01,18,Team.NEW_YORK_KNICKS,79
26,32,215,68,12,9,112,23,8,124,50,3,512,Enes Kanter,86,61,301,[<Position.CENTER: 'CENTER'>],kanteen01,14,Team.PORTLAND_TRAIL_BLAZERS,39
22,114,520,61,269,10,171,63,10,228,51,106,1437,Luke Kennard,12,92,613,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],kennalu01,26,Team.DETROIT_PISTONS,57
25,61,332,123,47,39,158,64,3,158,95,16,1179,Michael Kidd-Gilchrist,88,156,427,[<Position.POWER_FORWARD: 'POWER FORWARD'>],kiddgmi01,32,Team.CHARLOTTE_HORNETS,43
25,0,0,0,0,0,1,1,0,0,0,0,6,George King,0,0,0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],kingge03,0,Team.PHOENIX_SUNS,0
27,70,386,74,218,78,239,71,18,175,58,77,1502,Maxi Kleber,90,143,485,[<Position.POWER_FORWARD: 'POWER FORWARD'>],klebima01,36,Team.DALLAS_MAVERICKS,54
27,9,47,11,32,0,8,12,0,11,9,5,118,Brandon Knight,1,14,36,[<Position.POINT_GUARD: 'POINT GUARD'>],knighbr03,2,Team.HOUSTON_ROCKETS,5
27,62,213,23,97,2,41,27,26,88,18,36,618,Brandon Knight,9,48,230,[<Position.POINT_GUARD: 'POINT GUARD'>],knighbr03,19,Team.CLEVELAND_CAVALIERS,25
19,82,914,226,364,24,274,75,57,338,162,125,2158,Kevin Knox,61,175,963,[<Position.POWER_FORWARD: 'POWER FORWARD'>],knoxke01,43,Team.NEW_YORK_KNICKS,114
21,52,245,44,144,2,91,48,7,98,36,47,679,Furkan Korkmaz,16,62,279,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],korkmfu01,29,Team.PHILADELPHIA_76ERS,25
23,54,283,46,193,42,107,46,18,107,38,70,784,Luke Kornet,28,41,322,[<Position.POWER_FORWARD: 'POWER FORWARD'>],kornelu01,27,Team.NEW_YORK_KNICKS,25
37,17,76,16,54,2,29,16,0,35,13,25,251,Kyle Korver,0,22,108,[<Position.POWER_FORWARD: 'POWER FORWARD'>],korveky01,3,Team.CLEVELAND_CAVALIERS,17
37,64,407,57,294,10,124,54,0,166,47,113,1083,Kyle Korver,9,84,492,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],korveky01,22,Team.UTAH_JAZZ,42
29,36,153,24,0,18,125,42,1,73,10,0,502,Kosta Koufos,52,68,156,[<Position.CENTER: 'CENTER'>],koufoko01,15,Team.SACRAMENTO_KINGS,27
20,52,449,92,184,25,190,63,46,202,72,58,1294,Rodions Kurucs,56,146,534,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],kurucro01,41,Team.BROOKLYN_NETS,77
23,178,1087,250,422,26,322,70,68,496,188,128,2314,Kyle Kuzma,60,170,1308,[<Position.POWER_FORWARD: 'POWER FORWARD'>],kuzmaky01,41,Team.LOS_ANGELES_LAKERS,133
22,6,30,11,11,3,20,13,0,13,6,4,113,Skal Labissière,4,21,36,[<Position.POWER_FORWARD: 'POWER FORWARD'>],labissk01,2,Team.SACRAMENTO_KINGS,7
22,5,19,6,2,3,14,9,1,13,3,2,63,Skal Labissière,5,8,31,[<Position.POWER_FORWARD: 'POWER FORWARD'>],labissk01,3,Team.PORTLAND_TRAIL_BLAZERS,4
26,172,979,260,330,32,369,79,55,431,231,115,2250,Jeremy Lamb,65,140,1208,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],lambje01,88,Team.CHARLOTTE_HORNETS,80
23,283,1135,375,321,26,254,63,62,530,312,120,2171,Zach LaVine,40,140,1492,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],lavinza01,60,Team.CHICAGO_BULLS,215
24,53,424,71,181,30,161,71,33,216,50,59,1327,Jake Layman,56,116,541,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],laymaja01,31,Team.PORTLAND_TRAIL_BLAZERS,46
21,24,183,31,31,19,82,58,1,99,19,8,522,T.J. Leaf,43,35,225,[<Position.POWER_FORWARD: 'POWER FORWARD'>],leaftj01,9,Team.INDIANA_PACERS,12
33,16,47,14,16,2,21,12,2,21,9,5,160,Courtney Lee,6,13,56,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],leeco01,8,Team.NEW_YORK_KNICKS,5
33,21,82,7,39,1,24,22,4,32,5,11,268,Courtney Lee,3,19,80,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],leeco01,13,Team.DALLAS_MAVERICKS,9
26,13,127,22,68,0,56,32,0,56,19,27,375,Damion Lee,8,28,158,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],leeda03,13,Team.GOLDEN_STATE_WARRIORS,11
26,30,87,11,5,1,23,6,3,38,8,2,167,Walt Lemon Jr.,4,14,86,[<Position.POINT_GUARD: 'POINT GUARD'>],lemonwa01,11,Team.CHICAGO_BULLS,10
25,86,648,216,204,69,266,77,31,320,140,74,1544,Alex Len,158,200,854,[<Position.CENTER: 'CENTER'>],lenal01,27,Team.ATLANTA_HAWKS,97
27,199,1129,426,302,24,361,60,60,560,364,112,2040,Kawhi Leonard,78,87,1596,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],leonaka01,106,Team.TORONTO_RAPTORS,121
26,75,242,51,111,9,184,61,2,132,43,50,878,Meyers Leonard,49,105,357,[<Position.CENTER: 'CENTER'>],leoname01,13,Team.PORTLAND_TRAIL_BLAZERS,43
29,14,113,31,11,4,70,41,1,66,23,1,402,Jon Leuer,27,60,156,[<Position.POWER_FORWARD: 'POWER FORWARD'>],leuerjo01,12,Team.DETROIT_PISTONS,23
24,156,483,123,154,14,116,40,25,207,85,48,1063,Caris LeVert,35,77,547,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],leverca01,42,Team.BROOKLYN_NETS,69
28,551,1533,513,643,34,303,80,80,681,468,237,2838,Damian Lillard,68,148,2067,[<Position.POINT_GUARD: 'POINT GUARD'>],lillada01,88,Team.PORTLAND_TRAIL_BLAZERS,212
30,181,386,168,132,7,103,51,1,180,142,44,1003,Jeremy Lin,16,96,546,[<Position.POINT_GUARD: 'POINT GUARD'>],linje01,38,Team.ATLANTA_HAWKS,98
30,50,155,42,55,6,54,23,3,58,34,11,433,Jeremy Lin,6,48,161,[<Position.POINT_GUARD: 'POINT GUARD'>],linje01,9,Team.TORONTO_RAPTORS,26
33,114,210,51,2,27,75,64,0,109,40,0,967,Shaun Livingston,42,74,258,[<Position.POINT_GUARD: 'POINT GUARD'>],livinsh01,31,Team.GOLDEN_STATE_WARRIORS,38
26,0,1,0,1,0,0,1,0,0,0,0,4,Zach Lofton,0,0,0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],loftoza01,1,Team.DETROIT_PISTONS,1
22,123,347,105,10,53,223,80,24,217,65,1,1481,Kevon Looney,194,211,500,[<Position.CENTER: 'CENTER'>],looneke01,46,Team.GOLDEN_STATE_WARRIORS,51
30,98,786,133,512,179,363,81,81,355,112,187,2322,Brook Lopez,33,189,1009,[<Position.CENTER: 'CENTER'>],lopezbr01,51,Team.MILWAUKEE_BUCKS,82
30,89,535,123,31,78,146,74,36,304,89,7,1606,Robin Lopez,140,124,704,[<Position.CENTER: 'CENTER'>],lopezro01,11,Team.CHICAGO_BULLS,96
30,48,283,114,147,5,206,22,21,109,103,53,598,Kevin Love,33,54,374,[<Position.POWER_FORWARD: 'POWER FORWARD'>],loveke01,6,Team.CLEVELAND_CAVALIERS,42
32,564,739,194,453,31,271,65,65,304,161,157,2213,Kyle Lowry,41,166,926,[<Position.POINT_GUARD: 'POINT GUARD'>],lowryky01,91,Team.TORONTO_RAPTORS,182
25,6,18,11,8,0,8,12,0,8,9,4,55,Jordan Loyd,1,5,29,[<Position.POINT_GUARD: 'POINT GUARD'>],loydjo01,0,Team.TORONTO_RAPTORS,2
29,1,1,2,1,0,3,1,0,0,2,0,6,Kalin Lucas,0,1,2,[<Position.POINT_GUARD: 'POINT GUARD'>],lucaska01,0,Team.DETROIT_PISTONS,0
23,4,43,6,22,1,14,21,1,13,4,5,123,Timothé Luwawu-Cabarrot,4,14,35,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],luwawti01,4,Team.OKLAHOMA_CITY_THUNDER,5
23,22,175,35,94,7,72,29,6,69,27,31,546,Timothé Luwawu-Cabarrot,7,59,196,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],luwawti01,15,Team.CHICAGO_BULLS,16
22,6,18,3,10,0,11,25,0,9,1,4,94,Tyler Lydon,7,10,23,[<Position.POWER_FORWARD: 'POWER FORWARD'>],lydonty01,2,Team.DENVER_NUGGETS,4
23,87,495,116,200,23,202,64,2,207,81,51,1120,Trey Lyles,44,93,546,[<Position.POWER_FORWARD: 'POWER FORWARD'>],lylestr01,30,Team.DENVER_NUGGETS,68
28,3,6,1,1,0,0,4,0,4,1,1,19,Scott Machado,0,2,10,[<Position.POINT_GUARD: 'POINT GUARD'>],machasc01,1,Team.LOS_ANGELES_LAKERS,0
28,182,389,75,128,4,84,53,3,161,53,46,1204,Shelvin Mack,18,81,421,[<Position.POINT_GUARD: 'POINT GUARD'>],macksh01,45,Team.MEMPHIS_GRIZZLIES,62
28,1,14,9,2,0,2,4,0,2,5,0,42,Shelvin Mack,0,3,9,[<Position.POINT_GUARD: 'POINT GUARD'>],macksh01,2,Team.CHARLOTTE_HORNETS,4
23,7,27,7,11,0,10,8,0,10,4,5,90,Daryl Macon,2,8,29,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],maconda01,1,Team.DALLAS_MAVERICKS,6
23,2,9,0,4,0,3,2,0,3,0,0,17,J.P. Macura,0,0,6,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],macurjp01,0,Team.CHARLOTTE_HORNETS,0
32,25,104,61,16,16,80,34,6,47,42,3,498,Ian Mahinmi,48,84,139,[<Position.CENTER: 'CENTER'>],mahinia01,25,Team.WASHINGTON_WIZARDS,21
21,18,134,37,78,18,79,35,0,59,20,26,409,Thon Maker,17,55,164,[<Position.CENTER: 'CENTER'>],makerth01,10,Team.MILWAUKEE_BUCKS,9
21,27,134,47,75,33,82,29,5,50,36,23,563,Thon Maker,24,50,159,[<Position.POWER_FORWARD: 'POWER FORWARD'>],makerth01,11,Team.DETROIT_PISTONS,24
30,22,140,95,2,17,97,36,9,85,72,0,376,Boban Marjanović,55,57,242,[<Position.CENTER: 'CENTER'>],marjabo01,11,Team.LOS_ANGELES_CLIPPERS,37
30,32,120,36,8,10,81,22,3,75,26,4,305,Boban Marjanović,32,33,180,[<Position.CENTER: 'CENTER'>],marjabo01,5,Team.PHILADELPHIA_76ERS,22
21,75,795,195,332,33,396,52,51,342,170,120,1682,Lauri Markkanen,74,122,974,[<Position.POWER_FORWARD: 'POWER FORWARD'>],markkla01,37,Team.CHICAGO_BULLS,85
24,18,104,11,57,8,62,42,1,43,9,20,328,Jarell Martin,11,51,115,[<Position.POWER_FORWARD: 'POWER FORWARD'>],martija01,3,Team.ORLANDO_MAGIC,11
24,84,169,57,64,4,37,38,0,71,39,14,435,Frank Mason III,6,34,195,[<Position.POINT_GUARD: 'POINT GUARD'>],masonfr01,16,Team.SACRAMENTO_KINGS,36
22,0,4,0,1,0,2,2,0,1,0,0,13,Yante Maten,1,0,2,[<Position.POWER_FORWARD: 'POWER FORWARD'>],matenya01,1,Team.MIAMI_HEAT,0
32,100,469,110,263,12,82,44,44,194,87,100,1312,Wesley Matthews,20,102,575,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],matthwe02,33,Team.DALLAS_MAVERICKS,58
32,5,19,5,10,1,2,2,1,4,4,2,54,Wesley Matthews,1,2,14,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],matthwe02,1,Team.NEW_YORK_KNICKS,2
32,55,210,48,130,4,54,23,23,81,41,48,725,Wesley Matthews,11,56,251,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],matthwe02,20,Team.INDIANA_PACERS,31
32,2,18,5,6,1,5,4,0,8,2,2,61,Luc Mbah a Moute,2,8,20,[<Position.POWER_FORWARD: 'POWER FORWARD'>],mbahalu01,1,Team.LOS_ANGELES_CLIPPERS,2
24,0,3,1,1,0,1,1,0,2,0,0,8,Tahjere McCall,0,2,4,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mccalta01,0,Team.BROOKLYN_NETS,0
23,2,9,0,4,0,3,3,0,2,0,1,53,Patrick McCaw,0,1,5,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mccawpa01,2,Team.CLEVELAND_CAVALIERS,3
23,27,54,15,24,2,38,26,1,24,13,8,344,Patrick McCaw,7,37,69,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mccawpa01,21,Team.TORONTO_RAPTORS,14
27,207,1243,192,445,28,220,70,70,571,159,167,2375,CJ McCollum,62,172,1468,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mccolcj01,55,Team.PORTLAND_TRAIL_BLAZERS,106
26,258,419,37,42,17,146,76,3,220,29,14,1470,T.J. McConnell,28,105,483,[<Position.POINT_GUARD: 'POINT GUARD'>],mccontj01,79,Team.PHILADELPHIA_76ERS,91
27,67,422,79,206,8,92,77,1,207,66,84,1340,Doug McDermott,17,104,564,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],mcderdo01,18,Team.INDIANA_PACERS,42
31,52,641,152,12,148,371,75,62,400,96,1,1671,JaVale McGee,195,208,897,[<Position.CENTER: 'CENTER'>],mcgeeja01,47,Team.LOS_ANGELES_LAKERS,108
27,112,461,72,225,12,178,66,45,186,52,79,1550,Rodney McGruder,60,115,503,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mcgruro01,36,Team.MIAMI_HEAT,64
26,31,275,48,118,15,166,72,5,134,27,42,1003,Alfonzo McKinnie,81,134,337,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],mckinal01,18,Team.GOLDEN_STATE_WARRIORS,30
25,4,64,12,41,3,14,19,0,25,8,17,158,Ben McLemore,3,22,75,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mclembe01,6,Team.SACRAMENTO_KINGS,5
27,30,130,35,35,7,34,27,0,61,28,10,333,Jordan McRae,6,26,160,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mcraejo01,13,Team.WASHINGTON_WIZARDS,15
31,8,39,1,18,1,11,8,0,21,1,8,104,Jodie Meeks,1,5,51,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],meeksjo01,1,Team.TORONTO_RAPTORS,2
32,35,112,32,34,26,95,36,4,55,20,11,399,Salah Mejri,36,55,141,[<Position.CENTER: 'CENTER'>],mejrisa01,10,Team.DALLAS_MAVERICKS,21
20,159,256,28,95,23,109,50,31,100,21,29,984,De'Anthony Melton,25,113,250,[<Position.POINT_GUARD: 'POINT GUARD'>],meltode01,68,Team.PHOENIX_SUNS,75
21,13,58,17,2,2,27,29,0,19,13,0,145,Chimezie Metu,9,14,51,[<Position.POWER_FORWARD: 'POWER FORWARD'>],metuch01,6,Team.SAN_ANTONIO_SPURS,15
27,331,1148,258,474,7,411,77,77,506,216,179,2393,Khris Middleton,50,172,1407,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],middlkh01,80,Team.MILWAUKEE_BUCKS,174
31,22,206,44,137,10,56,40,1,70,35,43,562,C.J. Miles,12,62,218,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],milescj01,18,Team.TORONTO_RAPTORS,21
31,14,105,14,66,5,26,13,0,42,13,24,294,C.J. Miles,1,17,121,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],milescj01,8,Team.MEMPHIS_GRIZZLIES,9
28,146,484,71,364,23,114,69,15,189,56,133,1757,Darius Miller,14,165,567,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],milleda01,40,Team.NEW_ORLEANS_PELICANS,59
25,1,26,4,21,1,4,10,0,11,3,10,67,Malcolm Miller,1,5,35,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],millema01,1,Team.TORONTO_RAPTORS,1
30,245,663,103,404,10,158,82,1,282,88,159,1908,Patty Mills,24,129,811,[<Position.POINT_GUARD: 'POINT GUARD'>],millspa02,49,Team.SAN_ANTONIO_SPURS,93
33,141,665,249,159,54,352,70,65,322,181,58,1895,Paul Millsap,153,183,883,[<Position.POWER_FORWARD: 'POWER FORWARD'>],millspa01,83,Team.DENVER_NUGGETS,95
22,18,87,7,44,8,26,20,0,34,5,14,268,Shake Milton,9,29,87,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],miltosh01,8,Team.PHILADELPHIA_76ERS,6
27,35,407,101,231,25,218,32,22,182,85,85,925,Nikola Mirotić,46,86,534,[<Position.POWER_FORWARD: 'POWER FORWARD'>],mirotni01,21,Team.NEW_ORLEANS_PELICANS,37
27,20,135,23,87,9,61,14,3,56,20,31,320,Nikola Mirotić,14,21,163,[<Position.POWER_FORWARD: 'POWER FORWARD'>],mirotni01,10,Team.MILWAUKEE_BUCKS,11
22,322,1530,396,519,31,257,77,77,661,319,188,2598,Donovan Mitchell,59,208,1829,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mitchdo01,106,Team.UTAH_JAZZ,218
25,15,20,2,11,1,5,14,0,6,2,2,84,Naz Mitrou-Long,1,10,16,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mitrona01,1,Team.UTAH_JAZZ,8
20,117,586,102,330,19,121,73,0,227,90,109,1258,Malik Monk,16,106,653,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],monkma01,37,Team.CHARLOTTE_HORNETS,86
28,16,161,61,4,8,96,38,2,74,35,0,423,Greg Monroe,60,61,183,[<Position.CENTER: 'CENTER'>],monrogr01,13,Team.TORONTO_RAPTORS,31
28,1,5,0,0,0,0,2,0,3,0,0,5,Greg Monroe,3,0,6,[<Position.CENTER: 'CENTER'>],monrogr01,0,Team.BOSTON_CELTICS,0
28,7,23,11,1,0,9,3,0,15,10,1,52,Greg Monroe,4,5,41,[<Position.CENTER: 'CENTER'>],monrogr01,1,Team.PHILADELPHIA_76ERS,1
29,102,532,59,176,8,92,53,36,256,45,76,1463,E'Twaun Moore,35,112,633,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mooreet01,40,Team.NEW_ORLEANS_PELICANS,59
27,0,0,0,0,0,3,1,0,0,0,0,5,Eric Moreland,0,1,0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],moreler01,0,Team.PHOENIX_SUNS,0
27,4,7,0,1,1,13,4,0,3,0,1,38,Eric Moreland,4,8,7,[<Position.POWER_FORWARD: 'POWER FORWARD'>],moreler01,1,Team.TORONTO_RAPTORS,5
23,4,10,2,3,0,5,4,0,4,1,1,29,Jaylen Morris,0,1,10,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],morrija01,2,Team.MILWAUKEE_BUCKS,1
29,109,844,173,389,25,382,75,53,377,146,146,2091,Marcus Morris,76,181,1046,[<Position.POWER_FORWARD: 'POWER FORWARD'>],morrima03,43,Team.BOSTON_CELTICS,92
29,60,328,73,144,20,133,34,15,143,57,48,883,Markieff Morris,41,117,391,[<Position.POWER_FORWARD: 'POWER FORWARD'>],morrima02,25,Team.WASHINGTON_WIZARDS,47
29,19,156,19,59,2,71,24,1,61,14,20,387,Markieff Morris,20,58,156,[<Position.POWER_FORWARD: 'POWER FORWARD'>],morrima02,11,Team.OKLAHOMA_CITY_THUNDER,7
23,297,702,81,227,4,159,82,6,346,65,94,1970,Monte Morris,35,102,851,[<Position.POINT_GUARD: 'POINT GUARD'>],morrimo01,73,Team.DENVER_NUGGETS,52
28,1,6,2,0,1,1,3,0,3,0,0,13,Donatas Motiejūnas,2,6,6,[<Position.POWER_FORWARD: 'POWER FORWARD'>],motiedo01,0,Team.SAN_ANTONIO_SPURS,3
